freq,W1,W2,W3,W4,W5,W6,W7,W8,L1,L2,L3,L4,S11r,S11i,S21r,S21i,S31r,S31i,S41r,S41i
2.6,4.1,2.9,1.4,2.2,2.5,2.9,1.6,1.5,9.1,93.3,71.4,61.1,-0.078,-0.127,-0.267,-0.283,0.083,-0.553,0.093,-0.687
2.6,1.6,4.2,1.0,3.3,2.2,1.2,4.5,4.8,97.0,50.0,19.3,67.1,0.039,0.005,0.214,0.567,0.253,-0.629,0.293,-0.217
2.6,3.2,3.5,3.3,2.7,2.8,4.7,1.2,2.4,20.4,29.7,27.0,85.5,-0.593,-0.095,-0.296,0.409,-0.021,0.465,-0.168,-0.345
2.6,4.5,1.8,3.0,2.5,2.1,2.4,2.2,4.0,13.7,45.9,75.1,65.4,-0.107,0.726,0.237,0.189,0.23,0.14,-0.319,-0.4
2.6,2.7,2.7,3.3,4.2,1.6,2.9,3.5,4.7,11.7,37.1,23.0,5.8,-0.567,0.241,-0.101,0.569,0.206,0.056,0.076,-0.472
2.6,3.3,4.4,1.7,3.8,3.4,2.9,2.6,4.1,63.5,82.0,78.5,25.2,-0.438,0.202,-0.104,-0.532,-0.251,-0.457,0.213,0.364
2.6,3.2,1.7,2.3,3.7,2.2,3.8,3.1,1.3,22.3,25.7,76.2,89.6,-0.131,-0.263,-0.338,0.195,-0.451,0.17,-0.71,-0.016
2.6,3.3,2.9,3.6,2.7,3.8,1.2,4.3,4.3,20.9,88.3,50.3,53.0,0.269,-0.124,-0.122,-0.048,0.563,-0.524,-0.489,-0.124
2.6,4.5,3.7,1.4,4.9,2.8,1.9,3.8,4.0,54.5,48.2,17.6,69.6,-0.161,0.368,0.156,0.566,0.421,0.063,0.466,0.272
2.6,1.6,3.9,1.1,1.7,1.5,4.0,1.3,1.9,92.4,33.3,73.8,78.5,-0.295,0.395,-0.48,0.15,-0.539,-0.091,-0.419,0.021
2.6,4.0,1.6,1.1,3.5,1.7,4.6,3.6,1.7,11.3,66.3,72.9,81.4,-0.431,-0.641,0.246,0.001,0.231,0.183,0.157,-0.428
2.6,1.6,1.8,2.2,4.6,4.1,1.2,4.5,2.7,46.1,13.8,12.3,93.0,-0.237,0.364,-0.09,-0.556,0.011,-0.133,0.1,0.668
2.6,1.2,4.8,4.0,2.2,4.2,2.3,4.9,4.2,97.8,4.5,34.8,84.8,-0.404,0.289,-0.038,-0.512,0.093,0.536,-0.289,-0.275
2.6,2.4,2.5,1.3,2.5,3.4,3.6,4.1,4.0,84.5,53.0,7.8,25.7,-0.287,0.302,0.056,0.551,0.036,0.233,-0.199,-0.631
2.6,3.4,2.3,2.9,5.0,2.7,2.6,4.4,3.3,68.8,33.1,12.2,90.2,-0.365,0.198,-0.514,0.263,-0.084,0.276,0.583,-0.23
2.6,2.9,1.1,4.5,4.1,2.1,3.2,2.6,2.9,17.6,14.2,61.1,61.6,-0.101,0.136,0.14,-0.376,0.12,-0.572,-0.538,-0.403
2.6,2.1,2.0,3.6,1.5,2.7,3.2,2.2,1.3,27.5,61.6,57.1,48.9,-0.375,0.45,0.555,0.117,0.088,-0.096,-0.539,-0.113
2.6,3.0,3.6,3.0,1.7,3.8,3.9,3.9,3.6,97.1,6.0,18.6,40.1,-0.583,0.095,-0.204,-0.661,0.025,0.111,-0.121,-0.36
2.6,4.2,1.1,5.0,4.5,1.0,1.7,2.3,2.9,29.5,44.7,9.1,11.9,-0.328,0.21,0.162,0.508,0.221,0.406,-0.577,0.072
2.6,2.3,4.8,1.7,1.4,2.4,4.8,1.0,3.4,64.2,16.3,84.4,96.7,-0.506,0.324,-0.311,-0.501,-0.217,-0.16,0.42,0.165
2.6,1.3,1.4,1.9,3.2,1.7,1.3,4.2,5.0,63.0,95.1,77.9,36.0,0.088,0.021,-0.572,-0.228,-0.506,-0.047,0.536,0.177
2.6,2.4,2.0,3.6,4.9,4.3,2.9,2.1,3.6,12.6,83.5,67.4,81.0,-0.327,0.472,-0.228,-0.546,-0.118,-0.233,-0.061,-0.476
2.6,2.4,4.2,1.5,2.7,3.2,3.2,2.0,4.6,99.1,13.4,59.4,8.3,-0.411,0.338,-0.388,-0.6,-0.039,-0.143,-0.166,-0.38
2.6,4.0,4.2,1.1,4.4,4.3,2.1,2.1,3.4,31.4,10.3,95.3,65.8,-0.393,0.22,-0.172,-0.557,-0.45,-0.005,-0.478,-0.109
2.6,3.0,3.4,3.8,3.5,4.7,3.9,3.4,3.6,47.3,70.5,43.7,27.7,-0.369,0.742,0.421,0.18,0.009,0.074,0.258,0.094
2.6,3.1,3.4,1.6,2.1,3.3,3.5,2.6,1.4,88.1,59.5,41.2,65.0,-0.462,0.144,0.324,0.382,-0.255,-0.258,-0.418,-0.428
2.6,2.0,3.8,4.3,2.2,1.6,3.2,4.0,1.2,86.0,15.6,56.4,85.3,-0.509,0.345,-0.329,-0.246,-0.036,-0.271,-0.229,-0.555
2.6,4.0,4.8,2.2,3.6,1.1,1.4,5.0,3.5,74.1,66.0,6.7,13.1,-0.641,0.031,0.256,-0.278,0.112,-0.411,0.219,-0.448
2.6,3.3,1.5,1.9,4.1,3.9,1.8,3.7,2.8,83.4,14.6,22.2,58.2,-0.288,0.445,-0.316,-0.504,0.152,0.02,-0.104,-0.553
2.6,4.7,1.1,2.0,4.6,3.7,1.4,1.6,2.6,26.6,71.2,42.9,11.3,-0.585,-0.299,0.443,-0.148,-0.238,0.391,-0.204,0.276
2.6,1.8,2.6,1.9,3.5,1.5,4.1,3.9,1.0,13.2,52.1,8.8,38.8,0.026,0.462,0.28,0.34,0.431,0.402,-0.312,-0.365
2.6,2.2,2.9,1.3,1.6,2.2,2.0,2.9,2.4,69.8,17.9,65.5,58.3,-0.02,0.211,-0.543,-0.138,0.042,-0.119,0.774,-0.013
2.6,4.9,3.6,1.8,3.0,4.7,4.5,2.3,2.2,46.5,14.3,39.2,65.8,-0.334,0.076,-0.094,-0.524,0.077,0.481,0.175,0.561
2.6,2.7,2.6,1.9,3.4,4.9,1.8,4.6,3.6,4.1,37.8,15.9,57.4,-0.409,0.74,-0.28,2.37e-05,0.393,0.158,-0.026,-0.128
2.6,3.2,2.9,3.6,2.7,2.2,4.0,2.1,3.3,74.9,94.8,40.0,31.1,-0.789,0.158,0.049,-0.294,-0.123,0.087,-0.036,-0.459
2.6,3.3,1.0,4.8,3.0,4.4,2.3,1.5,4.2,22.5,99.8,63.7,61.9,-0.481,0.038,-0.206,-0.29,-0.369,-0.468,-0.483,-0.178
2.6,1.7,2.8,4.4,3.2,3.5,3.0,3.9,1.5,35.0,20.8,63.8,27.7,-0.499,0.039,-0.01,0.315,0.229,-0.252,-0.261,0.665
2.6,1.3,1.4,2.7,2.8,2.8,3.8,1.1,5.0,81.1,51.7,66.3,69.1,-0.196,0.66,0.41,0.253,0.265,-0.183,0.107,-0.392
2.6,1.0,4.2,1.7,4.9,2.1,1.2,2.3,4.5,27.4,60.7,59.2,9.7,-0.434,0.016,0.425,-0.286,-0.013,0.675,-0.252,-0.003
2.6,1.6,4.4,3.9,4.6,4.6,2.3,2.6,2.4,16.2,58.2,11.4,34.7,-0.112,0.575,0.547,0.311,0.345,0.04,-0.346,-0.078
2.6,3.8,4.0,1.2,2.4,3.7,2.4,4.8,1.6,99.8,18.3,60.0,96.3,-0.088,0.205,-0.575,-0.236,0.142,-0.209,-0.674,-0.114
2.6,1.9,3.9,4.1,4.2,1.5,2.6,2.7,4.7,32.9,69.2,8.5,88.9,-0.229,0.425,0.534,-0.207,0.108,-0.211,-0.551,0.248
2.6,1.1,2.4,4.6,3.2,4.5,3.3,1.5,1.5,50.5,68.4,99.0,89.7,-0.257,0.242,0.377,-0.388,0.179,-0.563,0.115,0.427
2.6,1.5,2.5,4.5,4.1,4.8,3.4,3.1,3.3,48.8,78.2,72.7,19.3,-0.112,0.416,0.216,-0.437,0.258,-0.461,-0.079,0.519
2.6,2.5,2.3,3.1,4.5,2.4,2.6,3.7,1.7,41.6,49.8,83.0,78.4,-0.387,0.517,0.232,0.395,0.194,0.424,-0.103,0.354
2.6,3.5,3.7,1.1,2.6,3.2,2.3,1.2,4.2,98.8,95.7,69.7,26.5,0.218,0.121,-0.777,-0.226,-0.037,-0.096,-0.464,-0.001
2.6,2.9,4.9,1.9,2.7,3.2,5.0,3.2,4.0,18.4,88.4,76.6,68.6,-0.277,0.296,-0.274,-0.43,-0.357,-0.367,-0.401,-0.36
2.6,2.0,1.4,2.2,1.4,3.5,2.0,4.6,4.2,83.6,70.9,93.2,7.4,-0.52,0.329,0.323,0.08,-0.341,-0.373,-0.266,-0.392
2.6,3.0,2.1,4.7,3.7,2.5,2.1,2.3,4.2,16.8,37.4,24.3,70.6,-0.329,0.034,-0.422,0.769,-0.084,-0.205,-0.205,-0.066
2.6,4.7,1.6,3.0,4.5,4.0,2.0,2.7,1.7,45.1,19.3,73.8,64.8,0.111,0.549,-0.438,0.193,-0.353,0.227,0.065,0.481
2.6,1.8,1.5,4.9,1.9,4.3,4.9,4.7,4.2,21.9,80.4,74.6,36.3,0.605,-0.274,0.399,-0.085,0.271,0.068,0.046,-0.407
2.6,1.1,1.0,2.1,4.1,1.8,2.0,1.8,1.2,69.6,95.7,29.6,65.6,-0.414,0.105,-0.436,-0.331,0.394,0.323,0.435,-0.189
2.6,4.6,1.7,3.2,2.0,4.2,2.4,3.9,1.5,86.1,88.8,75.7,25.8,0.289,0.598,-0.327,0.155,-0.421,0.128,-0.202,-0.354
2.6,4.5,1.3,3.0,3.5,4.2,2.6,1.6,4.0,44.4,84.5,88.9,36.4,-0.369,0.405,-0.036,-0.521,-0.071,-0.449,0.028,0.444
2.6,2.8,4.0,1.8,3.4,1.6,3.4,4.9,2.8,65.7,91.7,9.9,24.8,-0.212,0.141,-0.424,-0.204,-0.49,0.024,0.664,0.09
2.6,1.2,2.1,2.4,3.1,2.1,2.1,4.3,2.3,21.9,26.9,42.7,8.6,-0.591,0.393,-0.33,-0.104,0.185,-0.019,-0.436,-0.374
2.6,3.5,1.1,3.5,2.6,3.8,2.3,2.7,4.1,53.5,51.7,64.1,82.9,-0.175,0.187,0.442,0.447,0.355,0.166,0.309,0.514
2.6,4.0,1.9,3.4,4.3,3.6,2.5,2.2,2.9,98.1,32.8,68.2,53.1,-0.731,0.18,-0.199,0.098,-0.336,-0.293,-0.326,-0.241
2.6,3.9,3.3,3.9,4.0,4.4,2.2,2.9,2.8,47.5,24.6,33.2,56.3,-0.646,0.04,-0.151,-0.127,0.175,0.336,0.252,0.564
2.6,4.1,2.1,4.5,3.2,1.7,3.7,2.4,2.4,83.7,13.3,34.5,66.0,-0.346,0.507,-0.43,-0.058,0.328,0.005,-0.096,-0.539
2.6,4.6,2.2,2.8,4.9,2.2,3.4,1.4,4.1,42.4,57.3,10.9,47.8,-0.464,0.062,0.162,0.465,-0.094,-0.283,-0.049,0.657
2.6,3.8,1.5,4.3,1.8,4.0,3.8,2.7,3.9,20.6,61.9,78.3,73.9,-0.82,-0.297,-0.041,0.35,-0.14,0.013,-0.198,-0.135
2.6,2.4,3.1,3.3,2.6,2.3,1.5,4.8,4.4,32.8,79.4,47.3,87.2,-0.509,0.498,-0.17,-0.437,0.241,0.311,-0.317,-0.018
2.6,3.0,3.5,1.4,1.7,4.0,2.4,2.7,4.3,68.6,21.2,71.3,69.9,-0.624,-0.639,-0.157,0.263,-0.037,-0.034,0.009,-0.219
2.6,1.2,2.4,3.4,4.4,2.2,2.7,3.6,2.0,13.5,63.8,37.8,23.9,0.183,0.427,0.365,-0.138,-0.374,0.121,-0.543,-0.403
2.6,2.1,4.7,2.7,1.2,2.2,2.8,4.5,3.0,24.4,29.0,6.7,67.2,-0.302,0.425,-0.52,0.039,-0.316,0.225,-0.5,0.207
2.6,1.7,1.7,3.6,4.1,4.2,1.8,2.5,5.0,86.5,23.3,54.8,59.9,0.025,-0.012,-0.106,-0.205,0.296,-0.749,-0.083,-0.496
2.6,4.2,3.9,2.5,4.0,3.0,3.5,1.9,1.8,45.2,61.7,59.2,31.9,-0.297,0.557,0.612,0.268,0.097,-0.168,0.08,0.299
2.6,2.5,1.9,2.2,1.1,4.1,1.1,4.3,3.0,48.6,34.5,19.6,42.5,-0.269,-0.117,-0.546,0.611,0.129,0.374,-0.221,0.065
2.6,2.0,2.5,2.9,2.1,1.3,4.2,1.1,4.6,18.7,30.7,84.6,86.4,-0.285,0.076,-0.628,0.263,-0.419,0.338,-0.222,-0.301
2.6,4.1,2.7,4.5,4.0,1.5,3.2,3.4,2.9,23.5,9.9,12.7,57.6,-0.3,0.347,-0.221,-0.383,-0.317,-0.228,-0.599,-0.273
2.6,4.9,2.4,3.2,2.4,3.6,4.5,4.0,1.8,93.9,27.9,61.9,25.4,-0.012,-0.178,-0.677,0.369,-0.073,0.048,-0.547,0.165
2.6,2.9,3.5,2.0,4.2,3.9,4.5,3.2,2.1,71.6,50.4,41.6,47.3,-0.074,-0.058,0.045,0.024,-0.393,0.248,0.815,-0.258
2.6,4.9,3.6,4.6,2.6,4.0,3.9,4.4,4.2,71.3,53.0,54.7,99.7,-0.267,-0.021,0.379,-0.129,-0.437,0.191,0.515,-0.489
2.6,3.1,2.3,3.2,1.9,4.9,3.2,5.0,5.0,5.5,24.7,67.5,4.5,-0.357,0.428,-0.332,-0.365,-0.4,-0.394,-0.109,-0.331
2.6,1.7,1.3,3.4,1.1,2.3,1.5,1.9,3.5,99.8,93.2,26.5,7.8,-0.215,-0.136,0.07,0.168,-0.456,0.559,-0.545,-0.187
2.6,5.0,2.4,4.2,2.7,3.2,2.7,2.9,1.0,37.1,92.4,51.8,72.4,-0.698,0.3,-0.315,-0.409,-0.086,0.248,-0.098,0.24
2.6,1.3,3.8,3.3,2.9,4.8,3.9,2.0,2.1,38.2,25.4,86.3,78.6,-0.473,0.472,-0.29,-0.015,-0.028,0.485,-0.039,0.463
2.6,4.4,3.7,2.3,2.7,1.9,2.9,3.7,1.6,84.9,27.5,59.8,21.3,-0.445,0.39,-0.518,-0.123,-0.32,-0.236,-0.216,-0.38
2.6,1.7,4.9,3.6,4.8,3.0,2.9,2.0,1.3,73.4,25.5,27.7,4.8,-0.157,0.579,-0.45,0.214,0.011,-0.309,0.499,-0.167
2.6,1.7,3.1,3.5,1.7,4.4,4.1,3.0,2.9,20.1,12.6,40.4,78.9,-0.562,-0.3,-0.000431,-0.51,-0.083,0.157,-0.259,-0.443
2.6,4.8,1.1,4.5,2.5,4.7,2.9,4.3,4.1,27.7,23.0,33.9,26.5,-0.462,0.038,-0.479,-0.127,0.497,0.083,-0.51,0.121
2.6,1.9,3.4,3.0,4.9,2.1,2.3,5.0,2.4,27.2,85.6,9.9,91.4,0.178,0.131,-0.194,-0.203,-0.558,0.106,-0.712,0.066
2.6,4.2,5.0,1.2,3.8,1.4,4.0,1.2,1.1,11.0,86.9,15.7,72.8,-0.459,0.153,-0.155,-0.632,-0.311,-0.152,-0.387,-0.231
2.6,4.8,2.6,2.7,2.6,3.3,1.1,2.2,3.2,34.4,93.2,21.9,91.1,-0.662,-0.002,-0.121,-0.298,0.25,0.462,-0.245,0.319
2.6,3.0,5.0,3.0,4.9,2.9,2.3,4.2,3.9,14.8,63.8,78.3,32.8,-0.296,0.391,0.533,0.14,0.414,-0.065,-0.506,-0.048
2.6,1.1,2.7,2.4,2.6,2.2,3.7,4.0,2.5,89.4,84.4,97.4,84.1,0.272,0.624,-0.068,-0.285,-0.611,0.027,0.095,-0.143
2.6,2.1,1.4,3.8,4.5,3.2,1.8,1.3,2.3,48.5,56.5,91.3,7.7,-0.033,0.491,0.363,0.187,0.505,0.269,0.109,0.483
2.6,4.8,2.8,4.3,4.7,2.0,1.3,2.2,4.2,35.0,20.6,42.0,89.9,-0.447,0.207,-0.501,-0.261,0.387,0.111,-0.424,0.284
2.6,2.6,2.3,3.3,4.1,2.7,3.4,3.5,3.5,56.7,95.6,79.4,9.1,-0.568,0.086,-0.228,-0.394,-0.1,-0.168,0.409,0.482
2.6,1.3,4.2,4.7,3.9,1.6,3.2,4.9,1.8,33.7,93.9,14.6,10.9,-0.487,0.307,-0.2,-0.067,-0.011,0.508,-0.2,0.554
2.6,1.1,1.8,4.0,3.7,2.6,1.5,3.3,4.0,93.0,9.7,31.8,27.2,-0.097,0.376,-0.11,-0.53,0.189,0.501,-0.327,-0.378
2.6,3.3,4.8,1.7,4.1,4.9,2.2,1.4,1.2,42.8,85.4,31.2,37.2,-0.449,0.756,-0.133,-0.269,-0.228,-0.139,0.16,0.112
2.6,3.5,2.9,2.8,3.8,3.2,4.8,3.0,2.7,67.8,96.6,12.3,14.1,-0.387,0.271,-0.542,-0.211,-0.213,-0.112,0.598,0.066
2.6,2.4,2.6,2.1,2.5,3.2,3.1,4.7,3.7,67.1,21.6,39.4,74.2,-0.271,-0.037,-0.549,0.088,0.547,-0.127,0.524,-0.052
2.6,4.0,2.1,3.8,3.2,1.4,1.3,2.9,3.8,43.7,23.4,42.7,71.1,-0.609,0.347,-0.115,-0.415,0.042,0.181,0.233,0.463
2.6,3.2,3.9,3.4,1.8,3.1,3.3,2.4,2.6,6.8,6.6,97.6,20.1,-0.151,0.44,0.195,-0.393,-0.669,0.114,0.177,-0.294
2.6,2.0,1.4,4.3,1.1,3.5,4.6,3.1,1.1,57.3,39.9,72.4,34.6,0.003,0.843,-0.09,0.217,-0.339,0.037,0.247,-0.119
2.6,2.9,3.9,4.5,1.8,4.6,2.0,1.0,3.4,12.9,15.9,15.6,80.2,-0.228,0.531,-0.341,-0.449,-0.453,-0.209,-0.213,-0.21
2.6,1.2,3.1,2.3,4.7,1.2,4.7,2.2,3.3,82.6,57.9,21.8,95.1,-0.255,0.553,0.407,0.286,-0.187,-0.199,-0.075,-0.531
2.6,1.4,1.4,1.5,4.6,4.0,2.5,4.4,3.4,81.8,56.3,77.7,91.9,-0.093,0.191,-0.226,0.372,-0.167,0.199,0.204,-0.78
2.6,2.7,2.9,1.7,3.0,3.0,1.3,2.5,3.0,94.0,37.0,17.4,78.7,-0.204,-0.077,-0.54,0.752,0.044,0.144,0.175,-0.118
2.6,3.5,2.2,4.0,2.2,1.3,1.5,4.2,2.7,74.5,87.5,42.9,31.2,-0.644,-0.073,0.162,-0.265,-0.175,0.075,0.086,-0.636
2.6,4.8,1.4,4.9,2.5,2.8,2.1,2.3,1.3,29.9,79.1,89.0,82.9,-0.117,0.303,0.2,-0.259,-0.458,0.101,-0.728,0.034
2.6,4.8,2.3,4.7,2.6,4.4,4.3,1.6,2.7,19.1,89.6,9.8,42.1,-0.588,-0.05,-0.164,-0.615,0.242,-0.055,-0.329,-0.245
2.6,4.4,4.9,2.9,4.7,1.8,1.3,1.3,1.2,64.3,54.0,85.5,91.5,-0.469,-0.003,0.424,0.41,0.44,-0.178,0.325,-0.272
2.6,1.9,1.7,2.7,1.6,2.5,2.7,2.2,4.6,81.7,82.8,22.8,21.5,-0.035,0.585,0.048,-0.306,-0.567,0.087,0.336,-0.305
2.6,4.7,4.2,3.1,2.2,3.0,3.8,4.5,4.5,73.8,63.8,69.9,98.1,-0.764,-0.112,0.114,-0.223,0.075,-0.038,0.027,-0.552
2.6,4.7,4.1,4.7,4.5,1.3,1.5,1.7,1.3,29.9,34.8,69.9,70.7,-0.384,0.22,-0.319,0.361,-0.492,0.167,-0.517,0.141
2.6,1.2,1.8,2.6,4.2,3.4,3.2,4.0,2.7,67.2,16.0,42.4,83.4,-0.019,0.029,-0.189,0.237,0.397,-0.343,0.771,-0.005
2.6,2.1,3.2,2.6,4.9,3.7,1.7,2.8,4.1,76.7,19.7,25.3,68.5,-0.38,0.614,-0.472,-0.184,0.295,-0.129,0.23,-0.211
2.6,1.1,5.0,4.2,2.9,1.5,1.8,2.1,3.1,62.9,17.1,99.5,49.8,-0.282,0.389,-0.299,-0.122,-0.09,0.689,0.397,-0.01
2.6,3.9,4.7,1.1,4.8,3.7,3.7,4.7,4.8,80.7,56.6,17.9,61.0,-0.139,0.059,0.191,0.257,0.47,-0.557,0.293,-0.467
2.6,2.9,2.4,4.0,1.1,2.3,4.1,1.4,3.8,37.0,36.5,21.4,18.6,-0.414,0.46,-0.32,0.212,0.496,0.287,-0.287,0.22
2.6,2.8,1.0,2.2,2.3,2.4,4.1,2.7,2.7,9.8,67.7,45.1,97.1,0.061,-0.027,0.197,-0.153,-0.612,0.25,-0.279,-0.62
2.6,3.3,4.5,1.3,1.0,4.6,2.7,4.6,4.9,5.6,15.0,82.3,97.2,0.306,0.569,0.107,-0.253,-0.664,-0.008,-0.137,-0.04
2.6,1.2,2.0,3.9,4.6,4.3,4.7,4.2,4.2,13.4,71.9,29.6,86.1,-0.092,0.451,0.552,-0.265,-0.533,0.152,-0.246,-0.152
2.6,3.2,2.5,3.9,3.8,3.4,3.2,1.8,4.6,53.9,99.4,58.6,70.5,0.108,0.181,-0.721,-0.008,0.264,0.296,0.398,0.277
2.6,2.9,4.0,4.3,4.7,2.4,4.5,4.3,4.8,51.5,38.6,97.2,23.1,-0.228,0.304,-0.394,0.547,0.373,-0.379,0.239,0.198
2.6,3.9,2.1,2.6,4.0,2.6,4.7,1.1,3.5,64.4,71.0,9.7,52.3,-0.291,0.169,0.715,-0.125,-0.141,-0.025,0.562,0.034
2.6,1.1,2.4,1.1,1.1,3.2,4.0,4.3,3.4,89.6,42.9,92.0,66.7,0.204,0.508,-0.364,0.558,0.429,-0.047,0.176,0.062
2.6,3.9,1.9,3.8,2.3,2.6,1.8,4.7,2.2,57.1,67.4,41.7,89.7,-0.668,0.26,0.28,0.101,-0.195,-0.009,0.477,0.332
2.6,3.7,4.3,3.9,4.3,1.6,4.5,4.2,3.0,47.0,72.3,47.2,63.2,-0.566,0.341,0.155,-0.314,0.094,0.39,0.073,0.509
2.6,3.7,4.2,4.0,2.2,2.5,4.9,4.1,2.9,74.7,64.0,77.9,37.5,-0.667,0.599,0.261,0.257,0.077,0.143,0.107,-0.018
2.6,2.3,4.9,3.1,3.1,3.0,5.0,2.0,2.1,53.4,6.3,81.0,25.6,-0.392,0.343,0.011,-0.48,-0.142,-0.453,0.253,0.444
2.6,2.1,2.0,4.9,3.0,1.8,4.8,2.7,1.4,33.0,11.0,23.5,34.5,-0.568,0.42,-0.488,-0.364,0.25,0.006,-0.206,0.118
2.6,4.7,2.6,5.0,4.3,1.9,3.3,2.7,3.0,17.8,32.8,15.7,75.1,-0.237,-0.151,-0.582,0.612,-0.317,0.02,-0.25,-0.123
2.6,2.8,3.2,3.8,2.3,2.3,2.2,4.4,2.9,15.0,50.5,11.6,54.0,0.003,0.406,0.292,0.005,0.629,-0.064,-0.183,-0.546
2.6,2.7,3.3,3.5,3.1,3.6,4.9,2.5,1.9,59.0,53.1,21.3,94.5,-0.441,-0.004,0.326,0.374,0.026,-0.646,0.26,0.218
2.6,4.0,2.2,3.6,4.0,2.8,1.3,1.8,4.1,92.1,37.2,14.6,80.5,-0.406,-0.077,-0.399,0.679,-0.212,0.202,-0.194,-0.247
2.6,2.7,4.6,1.9,3.7,1.5,1.4,3.8,4.5,94.5,36.8,48.1,29.0,-0.237,0.444,-0.488,0.296,-0.231,-0.374,-0.384,0.237
2.6,1.3,2.2,2.4,4.8,2.3,1.7,3.6,4.8,82.6,78.8,29.1,40.7,-0.282,0.513,0.025,-0.516,-0.081,0.329,0.187,-0.468
2.6,4.9,3.2,3.3,2.6,1.5,3.6,3.2,3.5,92.4,88.7,10.6,81.8,-0.065,0.156,-0.42,-0.286,-0.677,-0.137,-0.309,-0.318
2.6,2.9,3.0,4.1,2.7,2.7,2.7,4.2,1.6,82.5,18.1,91.5,48.3,-0.56,0.179,-0.26,-0.307,0.069,0.257,-0.126,-0.621
2.6,2.1,1.2,2.2,3.3,4.1,2.8,4.5,1.6,38.0,17.2,78.6,98.8,-0.501,0.106,0.232,-0.307,0.294,-0.158,-0.238,0.625
2.6,3.0,5.0,4.4,2.0,3.8,1.2,3.4,5.0,85.4,11.5,62.1,72.3,-0.452,0.275,-0.213,-0.418,-0.135,-0.448,-0.105,-0.503
2.6,3.8,1.7,1.4,4.6,2.5,4.1,2.3,3.9,98.9,52.9,8.2,86.8,-0.275,-0.181,0.261,0.62,0.07,0.153,-0.336,-0.517
2.6,2.3,1.7,1.6,2.8,3.8,2.1,3.0,1.8,44.0,92.2,30.7,15.7,-0.26,0.463,-0.344,-0.425,0.252,0.278,-0.019,0.508
2.6,4.5,4.6,3.6,1.4,4.1,3.3,4.8,1.5,12.5,80.7,68.3,7.9,-0.578,0.296,-0.249,-0.389,-0.086,-0.347,-0.171,-0.439
2.6,4.9,3.8,2.7,4.3,1.3,4.9,4.4,4.3,76.9,27.0,17.0,94.6,-0.525,-0.037,-0.379,0.108,-0.01,0.409,0.236,-0.572
2.6,5.0,1.7,1.7,1.9,4.3,2.9,2.2,2.9,77.1,66.9,47.4,67.2,-0.643,0.357,0.328,0.468,0.198,-0.041,0.006,-0.239
2.6,3.0,4.9,3.6,2.0,1.4,4.8,3.2,4.4,34.0,71.7,60.6,27.8,-0.394,0.364,0.367,-0.294,0.512,-0.021,-0.407,0.219
2.6,4.4,1.5,1.8,1.3,2.1,1.1,3.7,4.4,60.5,32.6,14.7,51.3,-0.666,-0.3,-0.264,0.335,0.02,0.489,0.163,0.042
2.6,1.7,3.4,4.0,3.1,2.8,1.2,4.5,3.2,97.6,93.4,92.6,20.6,-0.486,-0.072,-0.147,-0.236,0.169,0.688,-0.339,0.099
2.6,4.9,4.6,1.2,4.0,4.2,1.9,3.5,3.9,14.7,77.4,71.1,64.2,-0.393,0.133,0.157,-0.547,0.184,-0.491,0.327,-0.305
2.6,2.4,4.3,3.7,2.2,1.5,4.0,3.6,2.3,45.2,30.6,57.1,61.7,-0.376,0.569,-0.425,0.056,-0.455,-0.141,-0.001,0.331
2.6,1.5,2.4,2.7,3.7,4.6,1.7,1.8,1.3,23.0,88.6,56.5,78.6,-0.452,0.189,-0.453,-0.612,-0.158,0.035,-0.262,-0.245
2.6,4.2,2.9,2.4,1.1,3.5,1.7,3.9,4.0,11.4,100.0,47.0,30.9,-0.239,0.365,-0.6,-0.425,0.206,0.109,-0.413,-0.135
2.6,2.2,2.9,3.6,4.0,3.4,3.3,1.2,3.5,98.7,48.9,64.2,14.1,-0.224,0.071,0.315,0.432,-0.364,0.647,-0.211,-0.173
2.6,4.6,4.1,1.2,1.1,3.9,4.7,4.7,1.1,73.4,33.2,86.0,10.3,-0.4,0.459,-0.486,0.091,0.086,0.105,0.582,0.059
2.6,4.3,2.7,2.4,4.4,2.3,1.6,3.6,1.3,22.3,16.3,89.6,27.3,-0.406,-0.581,-0.19,-0.335,-0.028,0.544,-0.158,0.061
2.6,2.9,3.2,3.2,3.2,1.3,1.4,2.4,3.1,23.5,57.6,50.0,48.4,-0.474,0.322,0.425,0.325,-0.084,-0.015,-0.507,-0.325
2.6,2.8,4.9,4.6,4.5,1.3,3.4,2.2,3.7,65.7,38.3,86.4,61.1,-0.457,0.433,-0.105,0.366,0.395,0.405,0.35,-0.007
2.6,3.3,1.4,3.6,2.7,1.6,1.1,3.8,2.5,41.9,30.4,73.4,51.5,-0.411,0.31,-0.515,-0.094,-0.514,-0.026,-0.133,0.401
2.6,4.3,4.5,2.4,4.6,1.6,2.0,2.1,4.9,83.1,30.3,83.9,30.5,-0.465,0.051,-0.473,0.118,-0.115,0.618,0.1,-0.34
2.6,4.0,4.8,4.8,3.6,5.0,5.0,4.2,1.5,24.8,16.4,75.5,21.6,-0.331,-0.569,-0.08,0.069,-0.228,0.33,-0.348,0.478
2.6,3.7,4.6,3.5,1.4,2.0,1.3,3.9,1.4,6.5,18.5,77.9,12.9,-0.42,0.418,-0.461,-0.245,-0.473,-0.211,0.043,-0.312
