freq,W1,W2,W3,W4,W5,W6,W7,W8,L1,L2,L3,L4,S11r,S11i,S21r,S21i,S31r,S31i,S41r,S41i
2.6,2.0,3.5,3.7,2.3,1.1,3.6,4.3,4.0,97.9,79.1,95.5,53.4,-0.371,0.589,-0.066,-0.322,-0.245,-0.011,-0.46,-0.339
2.6,3.1,3.4,2.3,2.8,3.3,1.0,4.7,1.3,62.0,89.2,75.9,75.7,-0.563,-0.683,-0.066,-0.221,-0.044,-0.107,-0.002,0.262
2.6,1.0,1.1,1.5,4.7,4.6,4.8,3.4,2.4,39.8,16.1,70.9,99.0,-0.28,0.349,0.301,-0.128,0.369,-0.234,-0.277,0.625
2.6,4.3,4.9,4.7,2.8,1.6,3.5,3.3,1.0,75.0,78.3,48.4,27.8,-0.644,0.013,-0.054,-0.423,-0.079,-0.025,0.077,-0.604
2.6,4.6,2.6,1.6,4.4,3.5,2.5,3.2,4.0,67.6,58.4,26.6,66.1,-0.236,-0.57,0.47,-0.297,0.067,-0.103,0.387,-0.327
2.6,1.8,2.7,1.1,4.5,3.0,3.7,4.1,2.2,84.2,60.1,80.8,24.0,-0.356,0.29,0.232,0.389,0.161,0.17,-0.301,-0.636
2.6,1.3,4.9,4.9,3.2,2.4,4.2,1.3,4.7,27.8,54.6,8.3,4.4,-0.37,0.701,0.382,0.318,-0.062,0.083,-0.317,-0.063
2.6,4.4,3.9,4.4,4.6,1.3,3.5,4.4,2.6,41.7,69.2,61.8,34.2,-0.33,0.414,0.471,-0.187,0.296,-0.351,-0.145,0.454
2.6,1.8,3.3,2.4,3.0,4.7,3.4,1.8,4.8,29.7,81.7,82.9,36.6,-0.651,0.098,-0.03,-0.644,0.228,-0.055,-0.255,-0.018
2.6,3.9,1.5,1.3,2.9,1.5,4.6,4.8,3.1,29.5,52.6,59.1,80.8,-0.379,-0.562,-0.036,-0.104,-0.287,0.47,-0.378,-0.196
2.6,1.3,3.2,3.8,4.7,3.1,2.6,3.5,4.1,80.5,36.6,70.1,31.8,-0.326,0.429,-0.204,0.647,-0.168,0.366,0.143,-0.185
2.6,3.5,3.5,1.8,2.4,2.6,2.2,3.7,4.7,28.8,43.4,37.9,28.7,0.15,0.473,-0.003,0.482,-0.15,-0.446,-0.448,0.242
2.6,3.7,1.8,3.2,4.8,4.2,4.7,4.2,2.8,44.3,21.0,21.1,46.9,0.215,0.117,-0.169,0.222,-0.648,0.008,-0.239,0.593
2.6,3.7,3.0,4.6,1.4,3.6,3.9,1.5,4.1,44.2,6.5,34.6,66.4,-0.4,0.182,0.126,-0.323,-0.206,0.469,0.053,0.635
2.6,2.4,2.5,3.4,2.2,1.7,3.0,2.1,1.0,79.1,93.6,97.2,58.5,-0.516,0.275,-0.349,-0.354,0.167,0.261,0.029,-0.538
2.6,4.2,4.2,4.3,1.3,2.0,2.3,2.8,2.4,49.0,74.9,37.0,12.4,-0.639,0.31,-0.007,-0.359,0.004,0.348,0.159,0.454
2.6,4.6,2.1,2.7,4.8,1.4,2.8,1.5,3.2,85.2,57.7,60.9,97.6,-0.154,0.003,0.197,0.232,-0.359,0.527,-0.18,-0.64
2.6,4.3,2.2,1.6,3.6,2.5,4.8,1.9,3.4,93.2,89.7,68.7,49.8,0.2,-0.313,-0.252,-0.29,0.27,-0.554,0.187,-0.487
2.6,1.7,3.8,4.8,2.9,1.3,1.1,2.2,3.7,54.1,46.7,71.1,11.1,-0.334,0.632,0.226,0.274,0.121,0.16,0.339,0.443
2.6,1.1,3.2,2.6,3.4,1.0,3.0,3.0,3.4,38.4,63.9,12.6,47.3,-0.44,0.388,0.294,-0.007,0.002,-0.487,-0.12,0.55
2.6,4.6,3.9,2.5,4.2,1.3,2.5,3.3,1.7,23.2,40.5,63.2,59.2,-0.412,0.316,-0.087,0.389,-0.461,-0.002,-0.497,-0.31
2.6,3.1,2.9,3.6,2.5,3.3,1.8,3.1,3.6,6.8,79.9,95.0,24.9,-0.108,0.539,0.254,-0.215,-0.611,0.2,0.245,-0.303
2.6,2.2,4.9,3.4,4.1,3.2,2.8,1.7,1.5,99.3,52.3,11.0,35.3,-0.333,0.344,0.306,0.412,0.481,-0.053,-0.503,0.042
2.6,3.8,2.1,2.8,2.4,3.8,2.4,1.6,2.5,51.8,81.9,80.5,95.2,-0.165,0.02,0.213,-0.613,0.129,-0.444,0.109,0.542
2.6,1.3,2.7,4.9,3.3,3.6,4.6,1.1,1.7,41.1,39.9,22.8,57.4,-0.371,0.452,-0.036,0.549,-0.204,0.13,-0.056,0.53
2.6,4.1,5.0,1.6,3.4,2.2,3.2,4.1,1.2,98.2,46.7,82.5,90.0,-0.509,0.016,0.23,0.464,0.277,0.301,-0.176,-0.496
2.6,3.6,2.4,1.7,1.5,2.9,2.1,2.1,2.2,91.2,95.1,55.1,65.9,-0.117,-0.313,-0.407,-0.475,0.185,-0.58,0.039,-0.278
2.6,3.8,3.2,2.7,1.3,4.8,4.1,4.4,2.4,45.8,86.0,80.6,89.9,-0.264,-0.157,0.074,-0.549,0.061,-0.158,0.064,0.723
2.6,3.8,3.5,2.0,1.2,2.4,1.5,3.1,1.9,73.4,28.2,5.7,89.1,-0.49,0.429,-0.491,-0.155,-0.308,-0.049,0.438,-0.058
2.6,3.8,2.0,1.2,2.0,3.3,1.9,2.2,1.6,11.3,45.4,43.6,42.1,0.582,0.174,-0.435,0.474,-0.031,-0.143,0.378,-0.122
2.6,3.4,2.2,3.5,3.0,1.5,2.1,1.5,3.6,72.5,47.3,63.7,69.9,-0.575,0.23,0.288,0.539,0.282,0.124,0.248,-0.252
2.6,1.4,1.9,2.9,3.9,3.0,4.5,1.5,2.2,73.8,34.7,26.8,28.7,-0.592,0.288,-0.088,0.475,-0.125,0.165,0.129,-0.504
2.6,3.3,1.6,1.1,2.4,1.0,3.6,1.4,4.5,50.2,10.1,16.6,90.1,-0.086,0.156,-0.049,-0.736,-0.101,0.125,-0.071,0.616
2.6,1.4,4.9,3.0,5.0,2.9,2.8,4.9,1.1,25.7,15.5,42.6,12.5,-0.459,0.524,-0.375,-0.207,0.335,0.203,-0.377,-0.165
2.6,3.3,2.5,3.9,1.5,4.7,2.1,4.7,2.3,34.1,95.4,54.4,80.9,-0.392,0.528,-0.531,-0.156,0.043,0.181,-0.448,0.047
2.6,4.7,4.4,1.5,4.2,3.9,4.3,3.7,4.7,31.1,55.8,69.0,11.7,-0.748,-0.024,0.185,0.221,0.222,0.406,-0.292,-0.204
2.6,1.3,4.3,3.3,1.2,4.2,4.1,3.4,3.5,51.5,25.5,97.8,32.8,0.287,0.362,-0.794,0.067,-0.176,-0.105,0.265,0.023
2.6,4.5,3.8,1.6,4.3,1.8,1.0,1.4,2.6,8.6,17.4,22.5,33.5,-0.292,0.071,-0.393,-0.56,-0.051,0.497,0.145,-0.402
2.6,3.8,4.8,2.5,3.8,1.1,1.2,2.4,2.3,62.0,25.2,74.2,96.5,-0.548,0.245,-0.432,-0.121,-0.435,-0.107,0.421,0.21
2.6,3.6,3.1,2.3,1.5,3.4,4.4,3.3,4.0,75.1,4.8,75.1,74.7,-0.589,0.221,0.157,-0.45,0.177,-0.429,0.169,-0.325
2.6,4.5,1.9,1.1,1.0,1.0,3.8,2.8,1.2,33.6,25.3,40.8,52.5,-0.32,-0.221,-0.162,0.066,0.306,-0.169,-0.693,0.443
2.6,1.6,2.7,2.2,2.2,1.1,3.0,4.5,3.6,88.9,31.3,90.6,36.9,-0.514,0.372,-0.326,0.13,0.249,0.417,-0.241,-0.4
2.6,1.1,4.3,4.7,4.9,4.1,2.4,4.9,4.0,44.0,96.2,33.8,58.7,-0.451,0.605,-0.115,-0.117,0.158,0.196,0.303,0.48
2.6,2.4,2.9,1.9,1.1,3.8,2.2,3.7,1.6,66.7,57.2,17.7,47.7,-0.513,0.341,0.527,0.241,-0.039,0.022,0.474,0.198
2.6,4.6,1.5,4.4,4.8,4.1,2.8,1.7,4.5,60.7,47.7,36.0,81.3,-0.531,-0.245,-0.172,0.409,0.126,-0.462,0.409,0.172
2.6,4.9,2.4,2.1,1.7,1.3,4.1,2.6,3.3,87.6,47.6,62.9,72.1,-0.318,0.542,0.218,0.505,-0.108,-0.12,-0.349,-0.343
2.6,2.7,4.4,3.9,4.5,2.6,3.0,4.7,3.6,85.7,66.4,62.5,72.4,0.036,-0.199,0.706,-0.559,-0.112,0.097,-0.114,0.058
2.6,1.8,1.8,2.1,3.9,4.3,2.6,1.1,4.4,19.3,4.9,23.9,30.2,-0.206,0.194,0.107,-0.865,-0.107,0.323,0.025,-0.189
2.6,2.6,3.9,4.5,4.7,2.6,4.7,4.3,4.6,81.6,20.1,59.9,61.9,-0.484,0.29,-0.125,-0.125,0.029,-0.466,-0.161,-0.621
2.6,4.2,4.1,1.6,3.9,3.0,3.9,4.7,1.3,75.0,9.2,63.5,49.9,-0.28,0.515,-0.138,-0.183,0.404,0.003,0.634,0.108
2.6,1.5,4.5,3.0,1.4,3.9,3.8,3.9,3.1,11.5,42.0,6.4,42.0,-0.3,0.663,0.047,0.323,0.254,0.4,-0.211,-0.293
2.6,3.7,3.2,3.1,2.4,2.5,4.3,1.4,1.1,93.4,91.9,61.2,84.6,-0.496,0.224,-0.522,-0.405,-0.114,-0.109,-0.254,-0.39
2.6,2.2,2.3,2.0,3.8,4.6,3.0,2.7,3.4,34.2,59.2,92.9,42.3,-0.621,-0.014,0.071,-0.059,0.157,-0.579,-0.323,0.342
2.6,4.3,3.2,3.8,4.1,2.7,3.9,3.6,3.6,42.1,47.7,85.6,11.0,-0.303,0.491,0.279,0.271,0.478,0.325,-0.26,0.309
2.6,3.6,2.2,2.4,2.4,3.2,1.0,1.4,3.2,24.9,44.9,91.7,57.7,0.005,-0.12,-0.102,0.699,0.45,-0.386,-0.297,0.108
2.6,1.6,1.2,2.2,2.0,1.9,4.2,1.8,2.3,27.5,66.8,18.3,40.1,-0.391,-0.257,0.445,-0.367,0.444,-0.336,-0.321,0.096
2.6,3.7,1.2,4.9,3.6,3.5,3.0,3.9,4.8,40.0,19.3,97.9,97.9,-0.495,0.342,-0.422,-0.252,0.426,0.03,-0.144,0.415
2.6,2.1,2.0,3.0,5.0,1.2,4.9,2.5,3.9,17.5,23.0,23.1,46.6,-0.172,0.273,-0.55,-0.171,0.282,0.099,-0.46,-0.503
2.6,4.4,2.9,3.6,3.4,1.2,3.0,1.7,2.5,65.5,35.5,84.6,24.5,-0.234,0.262,-0.556,0.287,0.098,0.358,0.547,-0.146
2.6,2.6,4.3,3.0,1.3,1.7,1.5,4.0,1.3,90.5,6.6,53.7,9.6,-0.47,0.11,-0.205,-0.514,0.22,-0.016,-0.083,-0.623
2.6,4.1,4.1,3.2,4.6,4.1,4.9,3.4,3.7,34.7,46.8,34.3,36.0,-0.769,0.087,-0.125,0.296,0.115,-0.391,-0.172,0.286
2.6,4.6,2.8,3.8,1.9,1.1,2.2,1.5,4.5,53.0,69.0,64.8,57.2,-0.637,0.055,0.258,-0.211,0.145,0.349,0.363,0.433
2.6,1.0,4.8,2.9,1.5,3.2,5.0,1.2,4.8,12.9,54.4,32.4,70.9,-0.196,0.563,0.312,0.296,-0.164,-0.445,-0.291,-0.37
2.6,2.0,1.4,1.1,4.0,1.0,1.6,3.6,4.4,21.4,53.3,35.3,16.9,0.356,0.133,0.343,0.268,-0.28,-0.195,-0.612,-0.394
2.6,2.4,3.1,4.4,4.2,3.2,2.0,4.7,2.8,88.5,30.5,31.6,29.3,-0.482,0.533,-0.279,0.007,0.354,0.143,-0.414,-0.272
2.6,2.2,4.5,2.4,3.2,3.4,2.6,2.6,1.8,62.9,36.0,55.3,8.0,-0.6,0.055,-0.048,0.656,-0.001,-0.354,0.125,0.211
2.6,1.9,3.0,2.0,2.6,3.5,2.3,4.6,2.7,37.6,21.7,69.2,31.8,-0.681,0.212,0.101,-0.16,0.066,-0.389,-0.027,0.526
2.6,4.9,1.9,1.7,1.2,3.8,1.4,1.9,3.9,76.0,54.2,13.2,51.9,-0.372,0.372,0.451,0.305,0.289,0.367,0.349,-0.241
2.6,3.2,4.1,1.8,4.7,2.1,2.1,1.8,2.2,15.6,94.5,66.4,30.2,0.022,0.417,-0.64,-0.374,0.071,-0.157,-0.455,-0.059
2.6,1.6,4.8,4.9,4.5,4.1,3.1,2.3,3.7,85.0,91.6,13.3,79.9,-0.085,0.676,-0.398,-0.282,-0.442,-0.153,-0.107,-0.209
2.6,4.2,3.2,1.8,2.2,1.3,1.2,1.4,2.8,36.7,77.9,56.7,41.7,-0.296,0.255,0.413,-0.344,0.306,-0.236,-0.583,0.22
2.6,2.7,4.8,1.6,2.0,4.6,3.6,3.8,2.2,75.1,77.3,55.9,65.3,-0.344,0.527,0.22,-0.192,0.548,0.021,0.425,-0.096
2.6,4.7,2.8,1.7,3.5,4.1,4.4,2.1,2.3,65.3,82.8,96.4,39.0,-0.176,-0.003,-0.05,-0.661,-0.524,0.078,0.452,-0.1
2.6,4.7,4.9,1.5,1.1,1.7,1.7,2.9,2.6,51.8,10.9,13.0,40.9,-0.4,0.286,-0.124,-0.557,-0.425,-0.312,0.305,0.227
2.6,1.1,4.0,1.9,4.5,4.0,3.9,4.8,2.1,50.3,36.5,92.4,82.5,-0.143,0.696,-0.328,0.216,0.383,0.218,0.322,0.154
2.6,3.8,2.5,2.8,2.3,4.5,3.6,2.8,4.3,38.4,73.9,75.1,56.1,-0.794,0.333,0.019,-0.243,-0.023,-0.298,0.035,0.294
2.6,4.8,3.3,4.2,3.2,1.3,4.4,1.2,1.7,38.4,97.6,76.5,4.8,-0.26,-0.258,-0.081,-0.116,-0.078,-0.076,-0.418,0.774
2.6,2.6,2.3,4.0,3.6,3.5,3.8,2.0,2.0,59.0,65.9,15.0,82.2,-0.343,-0.088,0.52,-0.314,0.416,-0.488,0.246,0.046
2.6,1.5,3.6,4.3,1.1,3.2,3.5,3.9,1.8,18.8,99.9,90.7,71.6,0.1,0.419,-0.763,0.071,-0.322,0.01,-0.274,0.067
2.6,2.1,1.1,1.4,2.2,2.0,4.8,2.2,1.9,63.5,62.3,41.8,19.7,-0.316,-0.111,0.356,0.322,-0.269,-0.243,0.649,0.285
2.6,1.3,1.6,2.1,4.4,1.3,1.6,3.5,2.7,52.0,83.9,36.6,48.1,0.286,0.283,0.237,-0.318,-0.259,0.384,-0.229,0.612
2.6,2.8,1.9,3.9,3.1,1.4,1.7,2.0,3.5,5.2,25.9,74.0,67.0,-0.657,0.176,-0.02,-0.075,-0.03,-0.184,-0.156,-0.677
2.6,1.6,1.4,2.3,2.1,4.1,5.0,4.4,1.0,44.0,6.6,64.2,67.0,-0.347,0.798,-0.291,-0.217,-0.008,0.082,0.149,0.251
2.6,2.7,1.2,2.3,2.2,2.2,4.4,3.4,1.5,12.6,95.9,4.7,36.6,0.739,-0.261,0.378,-0.066,0.086,0.276,-0.016,-0.316
2.6,2.3,3.7,1.5,2.1,2.3,1.5,4.0,3.6,47.9,47.3,60.3,86.7,-0.287,0.28,0.121,0.553,-0.089,0.313,-0.056,0.623
2.6,2.0,3.9,4.5,1.6,3.2,4.3,4.5,2.3,39.3,14.2,15.2,46.9,-0.147,0.68,-0.348,-0.178,-0.397,-0.211,-0.346,0.168
2.6,2.1,1.3,3.7,2.1,2.1,3.4,4.9,2.3,12.9,34.1,55.0,75.5,-0.555,0.461,-0.226,0.118,-0.259,-0.384,-0.259,-0.343
2.6,1.4,2.9,2.7,1.1,1.5,2.6,4.3,1.5,57.0,54.6,90.2,85.0,0.132,0.092,0.426,-0.044,0.702,-0.279,0.219,0.353
2.6,4.8,3.9,2.2,1.3,3.3,3.9,4.9,2.4,69.9,58.7,85.7,36.1,-0.856,0.202,0.272,0.261,-0.126,-0.067,0.177,0.103
2.6,4.6,2.6,3.3,2.8,4.5,3.0,2.2,4.4,80.9,72.6,58.8,24.5,-0.595,0.061,0.272,-0.382,-0.009,0.373,-0.072,-0.506
2.6,1.4,3.6,1.9,3.7,1.9,4.3,3.9,2.5,79.2,85.0,76.1,66.7,-0.38,0.37,0.047,-0.313,0.066,-0.243,0.038,-0.72
2.6,1.9,3.2,4.5,3.4,1.6,2.6,1.7,1.1,13.6,53.5,61.8,93.6,-0.22,0.303,0.202,0.164,-0.413,0.506,-0.198,-0.553
2.6,3.5,2.8,4.2,1.7,2.9,1.9,3.4,1.5,73.3,96.0,37.2,19.0,-0.403,-0.25,-0.029,0.051,0.018,-0.022,0.267,-0.813
2.6,4.0,2.5,2.3,2.5,1.6,1.5,4.4,2.3,79.6,33.0,90.9,62.9,-0.689,0.416,-0.242,-0.026,0.309,0.296,-0.058,-0.288
2.6,1.7,2.8,4.8,4.5,1.6,4.1,2.6,3.2,98.9,51.1,89.4,60.2,-0.162,0.076,0.032,0.456,0.195,-0.554,-0.584,0.168
2.6,2.2,3.5,2.4,4.8,1.3,1.3,1.1,1.3,60.0,78.7,30.9,58.1,-0.203,0.157,0.166,-0.666,-0.432,0.414,0.279,0.007
2.6,1.4,3.3,2.9,3.9,3.6,3.2,1.6,1.8,90.5,93.2,42.0,7.7,-0.559,0.036,-0.239,-0.516,0.029,0.089,-0.216,-0.515
2.6,4.5,2.2,2.1,3.1,3.2,3.1,3.2,1.7,20.9,77.2,68.3,25.4,-0.443,0.391,0.137,-0.348,0.391,0.017,-0.503,-0.278
2.6,4.1,1.5,2.2,4.6,3.8,3.4,2.1,3.7,50.4,40.9,71.4,59.6,-0.197,0.227,-0.22,0.585,-0.378,0.465,-0.26,0.249
2.6,2.0,1.8,3.4,3.0,4.9,1.1,3.9,4.4,97.9,12.7,41.5,51.9,0.388,0.085,-0.267,0.128,0.455,-0.282,-0.626,-0.164
2.6,4.9,2.0,2.3,4.8,3.6,1.7,2.9,1.4,67.6,67.4,9.6,87.3,-0.706,-0.204,0.266,-0.208,0.106,-0.477,0.162,-0.242
2.6,4.2,2.4,3.6,4.4,4.9,1.3,2.6,1.5,47.9,8.4,12.4,48.0,-0.149,0.608,-0.032,-0.253,-0.534,-0.249,0.228,0.355
2.6,2.4,2.9,1.2,1.8,3.2,4.6,3.4,1.7,86.6,11.8,77.2,35.0,0.554,0.735,0.192,-0.143,-0.075,-0.125,0.033,0.103
2.6,4.1,3.0,1.7,4.1,1.6,4.4,2.5,2.7,20.0,92.7,26.8,21.6,-0.28,-0.124,-0.406,-0.381,0.096,0.602,-0.28,-0.353
2.6,4.0,4.2,3.6,4.6,4.7,1.5,2.6,3.3,12.2,15.4,42.4,95.6,-0.519,0.222,-0.19,-0.542,0.14,0.239,-0.268,-0.438
2.6,3.6,2.5,2.0,2.7,4.7,1.3,3.9,2.6,13.6,29.9,78.6,67.5,-0.378,0.287,-0.561,-0.181,-0.373,0.022,-0.503,-0.111
2.6,2.6,2.0,4.9,2.3,3.0,3.1,1.7,1.2,13.5,39.5,7.1,33.3,-0.394,0.403,-0.041,0.389,0.069,0.509,-0.165,-0.48
2.6,1.6,3.0,4.9,3.1,2.4,2.2,2.6,1.4,50.6,62.7,18.8,36.2,-0.448,0.482,0.357,0.039,-0.238,-0.367,0.25,0.413
2.6,4.7,3.9,2.5,1.9,1.9,3.5,3.0,1.6,96.1,63.5,69.2,84.6,-0.757,-0.137,0.203,-0.139,0.248,0.227,-0.125,-0.43
2.6,1.5,3.1,4.6,1.1,1.1,4.6,3.6,2.3,46.9,31.3,10.6,99.5,-0.464,0.67,-0.214,0.07,0.241,0.34,0.173,0.262
2.6,2.4,3.0,3.0,4.0,4.0,2.8,3.6,2.2,75.2,52.0,47.4,98.5,-0.273,0.458,0.341,-0.005,-0.551,-0.035,0.46,-0.231
2.6,4.3,1.6,3.2,2.3,2.7,4.5,4.5,1.4,43.1,11.5,92.0,72.4,0.085,0.284,0.564,-0.267,-0.194,0.456,-0.137,0.452
2.6,2.6,3.1,1.5,1.3,4.9,4.8,4.9,1.6,43.5,99.4,93.7,20.7,-0.426,0.514,-0.496,-0.288,0.202,0.148,0.203,0.309
2.6,3.4,3.8,1.7,2.2,4.1,1.3,2.4,2.5,94.2,54.5,23.9,67.6,-0.314,-0.05,0.469,0.358,-0.072,-0.537,0.012,-0.481
2.6,2.2,2.2,1.3,3.2,3.5,3.6,1.6,4.6,44.0,50.4,5.2,55.8,-0.163,0.179,-0.267,0.559,-0.123,0.036,-0.155,0.704
2.6,1.7,1.3,3.3,3.0,4.5,4.2,4.1,4.9,26.7,6.5,72.0,79.5,-0.024,0.482,-0.459,-0.153,-0.417,-0.117,-0.464,-0.333
2.6,4.5,4.6,3.6,1.6,4.0,1.8,1.1,2.6,22.2,49.7,76.9,53.8,-0.067,0.46,0.232,0.214,0.327,0.178,-0.682,-0.184
2.6,2.2,3.4,2.8,4.5,4.7,4.9,3.2,1.5,23.4,66.2,6.7,62.3,-0.739,0.229,0.256,-0.136,-0.017,-0.508,0.039,-0.194
2.6,1.3,4.0,4.3,1.7,3.2,3.0,2.1,1.7,4.1,78.8,96.1,48.9,-0.293,0.343,0.075,-0.658,0.101,0.118,0.074,-0.555
2.6,4.5,2.4,3.9,1.1,1.6,1.5,4.3,3.7,4.4,93.6,31.5,84.0,0.246,-0.097,-0.124,0.145,-0.256,0.085,0.485,-0.732
2.6,4.8,4.4,2.0,2.7,1.2,3.6,1.0,4.2,63.0,4.6,54.9,19.1,-0.377,-0.038,0.297,-0.658,0.372,-0.165,0.394,-0.054
2.6,4.6,3.3,1.9,1.8,3.8,3.9,2.6,2.8,38.4,43.8,86.6,26.1,-0.4,0.534,-0.052,0.121,0.568,0.241,-0.345,0.124
2.6,4.7,3.0,4.9,2.2,1.2,2.9,2.6,3.5,48.0,53.6,78.1,8.9,-0.366,0.207,0.458,0.225,0.48,0.195,0.055,0.526
2.6,3.2,1.8,2.6,2.8,2.9,1.7,1.8,4.1,57.2,45.0,99.2,10.3,0.083,0.376,0.042,0.573,0.664,-0.071,0.191,0.078
2.6,1.2,2.7,4.6,4.7,3.2,4.7,3.2,4.9,25.9,34.4,32.4,92.6,-0.278,0.682,-0.258,0.165,0.358,-0.06,-0.467,-0.018
2.6,1.3,4.9,3.6,3.1,1.5,2.0,2.9,2.6,15.1,69.4,90.3,58.8,-0.391,0.454,0.228,-0.363,-0.158,-0.489,-0.23,-0.348
2.6,3.7,3.2,4.7,3.5,3.3,3.5,1.5,3.6,50.8,11.2,81.7,28.5,-0.42,0.343,-0.09,-0.501,-0.101,-0.394,0.291,0.43
2.6,3.1,2.6,3.0,2.2,4.4,2.3,3.4,4.3,29.4,72.8,31.4,91.0,-0.638,0.059,0.185,-0.547,-0.174,0.368,-0.088,0.242
2.6,4.4,1.7,5.0,2.4,2.0,4.3,2.8,4.2,47.4,65.5,88.5,37.7,-0.602,0.069,0.264,0.199,-0.158,-0.454,0.199,0.482
2.6,4.3,3.7,3.3,3.4,2.1,1.8,4.0,2.8,21.8,50.7,18.8,37.5,0.048,0.215,0.495,0.343,0.577,-0.068,-0.477,-0.021
2.6,2.8,1.2,4.4,1.7,2.2,4.0,1.8,4.7,89.5,66.9,44.7,95.6,-0.285,0.083,0.101,-0.168,-0.499,0.335,-0.53,-0.435
2.6,3.5,3.0,3.4,2.1,2.7,3.4,1.8,1.1,88.3,66.2,96.7,17.5,-0.358,0.436,0.583,0.04,-0.342,-0.16,-0.245,-0.339
2.6,1.6,4.2,1.8,3.8,1.6,3.8,3.3,2.9,90.7,99.7,9.5,33.2,-0.548,0.179,-0.448,-0.069,-0.009,0.554,0.08,-0.341
2.6,2.3,5.0,4.4,2.9,3.1,1.8,3.0,2.0,15.6,71.1,98.3,27.0,0.007,0.28,0.642,-0.475,-0.215,0.305,-0.307,-0.139
2.6,1.7,3.8,4.9,4.4,2.3,1.3,1.9,4.5,58.5,39.3,69.5,23.5,-0.292,0.695,-0.108,0.292,-0.296,0.082,0.452,0.147
2.6,3.9,4.3,2.5,3.4,3.5,2.4,2.1,2.5,52.2,75.3,35.2,66.5,-0.483,0.118,0.141,-0.562,-0.21,0.473,-0.23,0.262
2.6,1.9,1.9,1.6,2.5,2.5,3.9,3.8,1.9,15.2,91.0,51.7,36.5,0.203,0.447,-0.31,-0.408,0.434,0.28,-0.379,-0.244
2.6,4.5,4.0,3.8,1.3,1.5,1.7,1.6,3.3,48.2,91.8,52.7,98.5,-0.253,0.175,-0.359,-0.226,0.635,-0.273,0.067,0.46
2.6,4.5,1.1,3.2,3.1,3.5,3.5,4.7,1.9,19.6,39.7,63.5,50.3,-0.581,0.315,0.109,0.392,-0.175,-0.044,-0.271,-0.522
2.6,3.0,1.2,3.5,2.2,3.3,1.9,3.7,4.5,16.3,22.6,41.3,37.0,0.012,0.111,-0.622,-0.288,0.507,0.172,-0.385,-0.26
2.6,1.3,4.2,3.5,2.7,1.9,4.6,2.6,1.1,59.6,41.2,99.1,25.0,-0.209,0.201,-0.075,0.728,0.197,-0.406,0.38,-0.07
2.6,1.5,3.3,1.2,4.2,1.4,1.8,4.6,3.7,18.0,91.3,52.0,50.3,0.355,0.125,-0.39,-0.229,0.68,-0.251,-0.237,-0.178
2.6,1.8,2.2,1.6,4.3,2.0,1.4,4.4,1.6,48.8,38.5,36.6,11.9,-0.013,0.583,-0.428,0.317,0.487,-0.302,-0.164,0.033
2.6,4.6,4.6,2.4,3.9,3.2,4.8,2.6,1.3,58.5,69.3,64.4,26.8,-0.208,-0.25,0.484,-0.682,0.276,-0.093,0.179,-0.194
2.6,2.4,3.5,4.7,1.1,1.3,2.1,1.2,2.4,86.3,26.0,92.7,49.6,-0.498,0.399,-0.412,0.005,0.219,0.356,-0.209,-0.433
2.6,3.4,2.2,3.3,2.3,3.2,1.9,5.0,3.4,91.4,20.2,53.9,86.9,-0.462,0.179,-0.371,-0.319,-0.099,-0.099,-0.46,-0.509
2.6,4.5,4.7,4.5,4.0,3.6,3.9,3.1,4.8,58.8,83.1,26.6,67.3,-0.553,0.243,-0.293,-0.527,0.151,0.374,0.179,0.243
2.6,1.5,3.3,2.6,1.2,4.5,4.3,1.2,4.8,50.9,38.9,33.6,26.8,-0.411,0.353,-0.118,0.679,0.264,-0.296,-0.207,0.084
2.6,1.6,1.1,1.7,1.1,1.9,3.6,4.3,2.1,23.1,79.0,39.6,22.7,-0.25,0.323,0.042,-0.547,-0.056,0.587,-0.072,-0.384
2.6,1.7,2.9,4.6,3.1,2.0,3.6,3.7,2.5,37.8,7.0,71.5,48.1,-0.358,0.466,-0.182,-0.44,-0.13,-0.451,-0.253,0.364
2.6,2.2,4.7,4.1,3.1,4.4,2.4,2.1,1.6,29.7,13.0,42.4,7.4,-0.651,0.422,-0.254,-0.408,0.08,0.306,-0.235,0.069
2.6,3.2,2.8,1.1,4.1,1.2,3.6,1.4,4.8,63.1,8.5,88.2,58.2,-0.024,0.068,0.126,-0.71,-0.602,0.035,0.295,-0.003
2.6,4.9,1.9,3.3,4.5,4.2,1.8,4.6,1.9,50.1,81.2,43.5,39.2,0.526,-0.137,0.442,-0.388,-0.148,-0.001,-0.288,0.425
2.6,2.6,2.5,1.5,3.5,4.4,4.0,5.0,1.1,47.2,63.0,55.8,16.1,-0.408,0.366,0.488,0.254,0.098,0.197,0.318,0.474
2.6,3.0,4.1,2.8,3.8,5.0,3.4,3.8,1.8,94.0,91.5,31.8,35.2,-0.33,0.277,-0.47,-0.249,0.353,0.35,-0.34,-0.38
2.6,4.0,3.7,2.0,4.7,3.1,2.0,3.4,2.1,27.4,35.7,22.8,83.6,-0.777,0.08,0.009,0.435,0.166,0.297,-0.108,-0.242
2.6,1.8,2.5,1.2,2.3,1.7,3.8,4.0,2.8,73.2,6.8,6.1,55.7,0.116,0.381,-0.033,-0.279,-0.4,-0.206,0.735,-0.02
