freq,WS1,WS2,W1,W2,LS1,LS2,L1,L2,S11r,S11i,S21r,S21i,S31r,S31i,S41r,S41i
5.2,2.4,2.5,4.3,3.3,17.3,19.6,16.6,41.7,-0.2707,0.2221,-0.1568,-0.2246,0.363,0.5806,-0.5005,0.2051
5.2,1.5,2.1,1.1,2.7,20.7,7.9,39.4,42.3,0.6128,0.6616,-0.1043,0.0776,-0.1179,0.0818,0.239,-0.2514
5.2,4.1,3.1,3.9,3.3,4.3,16.9,23.0,34.7,-0.1081,0.1609,0.0168,0.0545,0.1979,0.7412,0.5563,-0.0353
5.2,3.7,2.1,3.7,4.1,15.1,4.9,14.2,5.8,0.5069,0.1431,-0.5892,-0.0962,-0.0666,0.5234,0.0801,-0.2435
5.2,3.1,4.8,1.4,4.1,13.5,12.6,37.4,31.9,0.2208,0.7975,0.4459,-0.1508,0.1337,0.0696,-0.2134,-0.0063
5.2,3.2,2.6,1.0,3.8,19.8,10.6,36.2,21.2,0.1406,0.1818,0.2019,0.2974,-0.349,-0.085,0.745,0.1782
5.2,2.2,2.4,4.7,1.3,7.3,4.4,31.4,31.0,-0.8323,0.3636,0.038,-0.1098,0.0629,-0.0803,-0.1355,-0.3472
5.2,4.9,3.7,1.4,3.1,13.6,18.2,22.6,38.5,0.5899,0.6717,0.1843,-0.2589,-0.0708,0.2197,-0.0692,0.1656
5.2,2.4,3.0,2.4,3.1,19.0,6.7,22.3,13.6,-0.1047,0.3447,0.1387,0.1888,-0.0659,-0.2725,0.7402,0.4079
5.2,4.1,2.3,3.7,3.5,11.8,20.7,10.9,38.3,0.0516,0.6806,0.0107,-0.5091,-0.4166,-0.1123,-0.2545,-0.062
5.2,1.9,1.1,3.5,2.9,21.0,7.6,16.5,23.0,0.0371,0.4143,0.2799,-0.0407,-0.3833,-0.037,-0.6797,0.3272
5.2,2.0,3.1,4.1,1.7,2.3,12.8,26.5,43.9,0.0706,0.0489,-0.2109,-0.23,0.3816,-0.0797,0.8483,-0.0074
5.2,4.5,1.3,3.1,2.9,21.0,19.5,7.7,40.1,0.2283,0.3907,-0.2543,-0.3598,-0.5229,0.0214,-0.553,-0.0002
5.2,1.5,2.0,4.6,3.3,7.5,12.6,5.6,11.2,0.0727,0.1402,-0.0647,0.0471,-0.1723,0.3311,-0.8548,0.2837
5.2,4.0,3.3,1.0,3.8,18.3,5.6,10.7,35.9,0.2582,0.466,-0.1634,-0.4165,-0.2619,0.4226,-0.2461,0.4267
5.2,2.5,1.5,2.0,3.4,18.2,18.1,8.3,34.4,0.0725,0.3181,0.402,-0.5857,-0.3162,-0.396,-0.1051,-0.3092
5.2,3.3,1.7,3.8,4.2,20.0,3.1,14.8,41.3,0.1559,0.0621,-0.653,-0.1442,-0.1253,0.673,-0.008,0.0863
5.2,4.6,2.6,4.1,1.3,5.1,18.9,40.8,42.4,-0.3212,0.5035,-0.2187,0.1479,-0.2417,0.1555,-0.4991,-0.4683
5.2,2.2,3.6,2.0,3.8,14.6,13.0,33.8,42.5,0.2093,0.3997,-0.2287,-0.3448,0.4562,-0.1229,0.5893,-0.1426
5.2,3.9,4.0,3.9,2.2,10.7,10.2,29.3,24.4,0.3035,0.9232,-0.1819,0.047,0.0301,-0.0157,-0.0467,0.0241
5.2,1.8,4.0,2.3,4.1,12.2,3.1,13.4,18.5,0.0501,0.6099,0.0527,0.478,0.4729,-0.1342,-0.3603,0.0924
5.2,2.9,4.1,2.0,3.6,18.5,12.7,44.0,24.2,0.2302,0.0875,0.161,0.4122,0.3016,0.2691,-0.5337,-0.5106
5.2,4.2,2.1,2.7,1.3,2.9,18.3,12.9,34.6,-0.4097,0.3019,0.3298,-0.3117,-0.548,0.0918,-0.2381,0.387
5.2,3.7,4.6,4.8,4.5,10.4,18.8,12.2,10.1,0.2835,0.7119,-0.3609,-0.3967,-0.1388,0.2848,0.021,0.0784
5.2,3.1,2.4,2.2,4.5,10.8,7.6,30.8,17.5,-0.1523,0.6825,0.2686,0.4385,-0.0032,0.369,-0.0458,-0.2606
5.2,3.3,2.1,3.3,4.8,10.6,21.8,16.4,10.5,0.3593,0.7456,-0.4532,-0.1681,0.064,0.2148,0.1128,0.0295
5.2,3.4,4.1,2.0,4.2,21.3,18.7,41.6,42.4,0.157,0.6166,-0.3996,-0.0978,-0.4366,-0.0689,-0.4106,-0.1941
5.2,2.9,1.8,1.9,2.0,7.9,14.9,44.0,10.2,-0.4897,0.6732,-0.1265,0.0805,0.059,0.1062,0.3655,0.2943
5.2,4.0,4.6,3.1,2.1,15.1,21.7,15.3,10.2,-0.1104,0.1187,-0.2489,0.0489,0.4223,0.2789,-0.7931,0.0104
5.2,1.8,2.2,4.3,3.3,16.9,9.1,42.6,21.0,0.6275,0.2607,-0.2302,0.1533,-0.027,0.1459,0.1872,-0.6032
5.2,4.4,4.7,1.4,4.7,2.6,14.0,13.1,17.2,0.3038,0.2902,-0.0154,0.655,0.3453,0.2692,-0.3132,-0.2824
5.2,1.8,4.9,1.4,4.1,21.5,14.1,40.7,28.8,0.0786,0.8113,0.2959,-0.0365,0.3096,-0.0396,-0.3468,-0.0833
5.2,3.3,2.7,4.2,2.4,4.3,12.8,27.0,22.2,0.0268,0.0129,0.1879,0.3315,-0.3595,0.1381,0.7785,-0.2787
5.2,4.0,3.5,3.3,3.2,11.6,12.2,4.5,36.5,0.1366,0.8364,0.4667,-0.0719,-0.0069,-0.1049,0.1578,-0.0269
5.2,4.3,2.0,2.1,3.3,18.7,12.1,9.7,43.1,0.1516,0.1706,-0.2447,-0.3655,-0.4359,-0.0038,-0.7312,-0.0075
5.2,4.6,1.6,4.4,3.4,8.1,21.5,27.6,23.1,-0.5503,0.8119,-0.0123,0.0197,-0.0229,-0.008,-0.1264,-0.0889
5.2,3.4,3.3,1.5,2.1,7.7,19.5,20.3,33.7,0.1751,0.9427,-0.1086,-0.0667,0.1052,0.0678,0.1979,-0.0193
5.2,3.5,3.1,1.9,2.6,13.8,14.6,38.1,4.4,0.6559,0.5141,-0.0687,-0.1092,0.2837,-0.3712,0.0794,-0.103
5.2,1.7,2.0,4.0,4.8,20.9,9.6,29.8,37.5,0.3451,0.0662,0.3125,-0.4682,0.1363,0.3039,0.229,0.5742
5.2,1.6,2.8,1.9,4.9,11.0,2.0,5.3,35.5,0.1951,0.5123,0.6041,-0.0338,-0.1603,-0.3948,0.3129,0.0743
5.2,4.7,3.9,5.0,3.5,12.4,7.4,7.4,23.5,0.5529,0.7843,0.1161,0.0526,0.0063,-0.0551,0.1616,-0.1162
5.2,2.7,4.2,4.8,4.8,10.5,2.3,6.5,29.3,0.429,0.7009,0.2048,0.2299,0.4373,-0.1058,-0.031,-0.077
5.2,4.0,3.8,1.4,2.9,10.3,10.1,11.6,37.7,0.433,0.8932,0.0724,-0.0344,-0.0072,0.0026,0.0069,-0.0024
5.2,2.0,2.6,4.8,4.6,12.8,13.3,22.3,42.0,0.0826,0.4941,-0.1328,-0.4697,0.2025,0.4558,0.0712,0.4856
5.2,4.0,3.5,3.9,3.0,16.5,19.2,15.5,28.3,-0.2416,0.161,0.3317,0.055,-0.512,-0.3071,-0.5792,0.2969
5.2,4.5,4.6,2.3,4.3,17.6,13.6,28.8,28.0,0.1883,0.1851,0.3577,0.3376,-0.3538,0.3507,0.4572,-0.4467
5.2,3.6,2.1,2.3,3.1,8.3,3.7,42.5,27.9,-0.4891,0.444,0.0105,-0.001,-0.0284,-0.0206,0.3873,0.5458
5.2,5.0,4.6,4.7,1.9,12.1,4.9,29.2,26.3,0.5948,0.6979,0.1917,0.162,-0.0879,0.1491,-0.1578,0.1306
5.2,3.0,2.7,1.8,1.3,9.1,5.9,16.1,9.1,0.1518,0.9834,-0.0219,-0.0081,0.0119,0.0087,0.0275,-0.0034
5.2,2.6,1.0,3.9,1.3,21.2,3.2,17.5,38.1,-0.3209,0.4928,-0.1305,-0.4595,0.0337,0.4346,0.0551,0.4537
5.2,2.9,4.7,3.3,3.3,20.8,20.3,36.2,43.5,-0.1591,0.3826,-0.4011,-0.0978,-0.5304,-0.1698,0.1861,-0.5305
5.2,3.8,4.2,1.7,3.7,3.8,5.2,40.4,26.2,0.2646,0.2717,0.1718,-0.4278,0.1714,-0.4277,-0.2172,-0.5942
5.2,1.5,1.4,4.3,2.7,2.8,21.1,40.1,37.0,-0.3801,0.4704,0.1279,-0.2952,-0.3471,-0.4544,-0.2058,-0.3149
5.2,4.0,2.9,4.8,1.6,8.3,8.1,6.2,36.3,-0.682,0.3274,0.1759,-0.0572,-0.1711,-0.0102,0.0824,0.4274
5.2,3.6,1.6,3.1,1.3,17.2,8.7,29.2,22.6,0.5628,-0.1779,0.0091,-0.0054,0.0007,0.0062,0.2569,0.7323
5.2,4.4,1.4,2.5,4.0,4.8,5.8,23.5,5.6,0.2805,0.4055,-0.3235,0.2841,0.4013,-0.3571,0.443,0.264
5.2,2.9,2.3,3.6,1.4,19.8,7.4,38.1,12.6,-0.4327,0.2147,-0.0026,0.1125,-0.0024,0.1124,-0.3488,-0.7729
5.2,4.4,4.4,1.9,1.9,7.9,9.9,35.4,11.1,-0.0313,0.9898,-0.0162,0.002,-0.0047,-0.0002,-0.1041,-0.0039
5.2,3.8,3.1,4.1,4.4,13.2,15.3,30.7,25.7,0.3578,0.3711,0.375,0.4469,-0.4611,0.2993,0.232,-0.118
5.2,3.0,1.9,4.7,1.7,18.0,18.9,24.9,16.2,-0.3283,0.0574,-0.3755,0.023,-0.4149,-0.5782,0.46,0.0368
5.2,3.9,4.9,4.0,1.4,11.5,3.8,24.1,4.6,0.2631,0.9289,-0.0917,-0.1083,0.165,0.0762,-0.0463,0.0393
5.2,2.2,2.0,2.6,3.8,2.5,3.7,38.0,28.7,0.0109,0.4675,0.415,-0.2348,0.4523,-0.2312,0.0516,-0.5221
5.2,2.6,1.4,3.6,3.8,5.6,21.7,4.9,33.0,0.0638,0.281,-0.1568,-0.0941,0.0096,-0.4382,-0.8194,0.0555
5.2,2.1,1.1,3.0,2.9,15.6,13.8,26.0,10.0,0.3949,0.2443,-0.3921,-0.1715,0.5792,-0.2373,0.4315,0.0635
5.2,1.2,5.0,2.7,2.2,12.9,9.1,33.3,40.0,0.7464,0.3999,0.1286,-0.0962,-0.0177,0.062,-0.1623,0.3898
5.2,2.8,4.0,3.4,1.6,7.1,20.5,24.8,23.0,-0.0913,-0.0772,0.0552,-0.031,-0.033,0.2819,0.6263,-0.6829
5.2,2.0,3.8,2.4,3.6,14.2,15.0,39.6,5.3,0.3395,0.4496,-0.0509,-0.4419,-0.0506,-0.4418,0.0889,-0.5088
5.2,2.5,3.4,3.3,5.0,6.9,15.2,6.2,18.7,0.011,0.5773,0.0118,0.2372,0.3877,-0.0081,-0.6674,0.0116
5.2,1.9,4.4,1.6,3.3,11.7,9.8,43.0,25.6,0.6788,0.7085,-0.0806,0.0551,-0.0098,0.0161,0.0834,-0.0843
5.2,3.7,3.0,3.5,1.8,8.1,9.8,34.8,26.0,-0.4257,0.8865,0.0076,0.0022,0.0022,0.0012,-0.137,-0.0667
5.2,3.1,4.9,3.7,3.5,12.7,3.8,11.2,37.3,-0.0385,0.6665,-0.0186,-0.5128,-0.4144,0.1551,-0.2586,0.0918
5.2,3.1,2.1,1.3,2.9,3.9,16.2,32.4,15.1,0.0423,0.6417,0.0121,0.445,-0.5301,0.0725,0.2817,-0.0564
5.2,1.9,4.3,3.4,2.6,17.3,3.4,42.9,10.1,0.2679,-0.0119,-0.1455,0.2187,-0.2691,0.4177,-0.5134,-0.5658
5.2,4.7,2.2,3.8,1.4,9.2,15.7,42.2,15.8,-0.1848,0.8804,0.1298,-0.194,-0.311,0.066,-0.0532,0.0598
5.2,5.0,1.7,4.4,4.9,17.8,8.3,33.2,17.6,-0.1027,0.975,0.0817,0.0437,0.0237,0.0226,-0.0134,-0.0065
5.2,4.2,1.3,1.7,4.1,4.6,17.2,29.7,41.3,-0.0621,0.1657,-0.4376,-0.3338,0.0749,-0.4145,0.0624,-0.6717
5.2,3.1,3.7,1.0,2.7,14.3,12.3,19.4,23.9,0.6067,0.6736,0.0304,0.0477,0.1595,-0.1495,-0.2483,0.2244
5.2,3.8,3.4,2.7,1.0,20.1,8.5,41.3,33.6,-0.2978,0.473,-0.0002,-0.001,0.0005,-0.0011,-0.6831,-0.4371
5.2,2.3,4.5,2.3,1.6,10.7,18.0,6.6,41.9,0.3585,0.8422,0.0946,-0.2922,-0.0193,-0.2195,0.0014,-0.0765
5.2,2.4,3.9,1.2,1.7,19.6,19.6,13.8,4.6,0.4226,0.2187,-0.4556,-0.2056,-0.2212,0.545,-0.1607,0.3658
5.2,3.8,2.4,4.8,3.1,10.4,12.9,21.2,28.8,0.144,0.8095,0.1207,0.3446,-0.1789,-0.3335,-0.0193,0.1756
5.2,3.7,4.1,2.4,4.5,2.6,18.8,24.4,7.6,0.338,0.5027,-0.3756,0.0046,0.4991,-0.1641,0.4421,0.0761
5.2,1.9,1.6,3.8,1.8,7.3,16.5,16.6,29.9,-0.6167,0.6249,0.1148,-0.1383,-0.1347,0.1286,0.2486,0.3007
5.2,4.4,2.6,4.0,3.7,19.3,8.7,21.4,43.8,-0.0601,0.038,-0.0147,-0.0685,-0.0084,0.0857,0.3128,0.9223
5.2,2.9,4.1,4.5,3.1,11.6,6.4,16.0,4.1,0.6081,0.3402,-0.2834,0.0469,-0.0155,0.1873,0.235,-0.5296
5.2,2.0,4.8,1.6,1.8,16.9,6.6,4.4,17.1,-0.126,0.0228,0.0923,-0.1727,0.2525,0.2997,-0.3108,0.7836
5.2,3.5,2.4,2.3,3.5,17.1,13.6,6.2,14.2,0.2647,0.1288,-0.5142,-0.1966,-0.1787,0.6362,-0.0462,0.3855
5.2,4.3,3.2,3.7,3.4,7.8,13.7,31.1,40.1,-0.4815,0.8539,-0.0632,0.0089,0.0014,-0.0134,-0.1345,-0.0774
5.2,1.8,4.2,3.1,4.6,12.3,7.7,16.4,43.5,0.4306,-0.1282,-0.0604,0.0811,0.0374,0.0621,-0.3182,-0.763
5.2,3.6,3.2,4.2,3.9,9.3,16.8,38.5,36.3,-0.0181,0.9443,0.2027,-0.041,0.2025,-0.0411,-0.0604,-0.0448
5.2,1.3,3.0,4.2,4.9,2.5,17.7,31.0,11.1,-0.3864,-0.0362,-0.4696,0.1589,-0.4246,-0.5533,0.2992,-0.0954
5.2,1.5,2.9,4.7,4.4,9.7,9.7,36.0,24.4,0.1672,0.5662,-0.3093,0.3889,0.0388,-0.3475,-0.0608,0.3757
5.2,4.6,2.2,1.2,4.8,4.5,14.6,40.4,15.2,0.4409,0.6443,-0.1223,0.3609,-0.1624,0.3761,0.001,-0.2451
5.2,3.8,2.9,1.8,4.5,3.3,18.2,11.1,9.3,-0.0917,0.2451,-0.7265,0.0988,0.1297,0.4852,0.2234,0.2769
5.2,2.7,2.9,1.9,3.8,2.7,4.3,37.3,15.3,-0.0834,0.473,0.0708,0.4796,-0.022,0.4833,-0.1344,-0.5148
5.2,4.5,2.1,2.1,1.2,5.2,11.2,28.4,17.5,-0.038,0.4691,-0.2692,0.5773,-0.3846,-0.3204,0.1897,0.1944
5.2,3.9,3.0,2.7,3.5,17.9,12.4,36.4,25.8,0.0847,0.0473,0.3916,0.1168,-0.1092,0.6546,0.0123,-0.5722
5.2,4.4,3.7,4.8,4.2,4.8,15.1,16.3,10.6,-0.5955,0.4051,-0.3137,0.1482,0.4195,-0.0568,0.0444,0.4133
5.2,2.8,3.7,4.9,2.6,20.2,18.5,11.4,29.4,-0.3889,-0.142,0.3181,0.028,-0.3854,-0.3645,-0.5029,0.4168
5.2,2.8,1.3,1.6,4.4,8.2,14.5,32.5,15.3,0.0353,0.9515,0.1889,0.1123,0.0874,0.1077,-0.1061,-0.0289
5.2,2.2,2.1,4.6,4.5,9.0,17.2,5.8,25.1,-0.3169,0.8992,-0.0675,0.1738,0.1063,0.153,0.0333,-0.0058
5.2,4.6,4.1,4.1,2.0,20.1,9.9,11.8,12.4,-0.4384,-0.1646,-0.1282,-0.2629,-0.0828,0.1644,-0.3551,0.7178
5.2,1.5,2.4,3.5,4.7,17.9,6.3,5.9,24.3,0.5689,0.5193,0.2856,0.0076,0.4337,-0.1417,0.0553,-0.308
5.2,3.2,4.6,4.9,1.4,10.8,14.3,25.1,11.2,0.299,0.7648,-0.1127,-0.3431,0.2689,0.2674,-0.0254,0.1733
5.2,1.5,1.6,1.8,1.7,9.7,9.1,42.0,10.0,0.2785,0.9532,0.0082,-0.0016,-0.0029,-3.8281e-06,0.0012,2.8585e-05
5.2,2.5,3.8,3.9,1.7,3.6,6.6,36.1,7.1,-0.4533,0.0746,-0.035,0.1275,-0.0479,0.1219,-0.0997,-0.8526
5.2,2.9,4.5,3.2,4.8,4.4,20.5,5.2,22.6,0.1931,0.5717,0.3764,0.1079,0.5049,0.0061,-0.42,-0.1966
5.2,4.6,1.3,1.2,3.1,20.7,17.4,6.9,5.0,0.3508,0.5015,-0.3009,-0.1249,-0.4366,0.1326,-0.5292,0.1385
5.2,4.4,2.7,3.6,4.2,2.1,5.1,9.0,38.3,0.1911,0.5049,-0.2027,-0.5071,-0.4236,0.2559,-0.318,0.2043
5.2,2.0,4.0,3.2,3.8,15.8,11.7,40.1,37.2,0.462,0.6104,0.1742,-0.0938,0.3346,-0.3639,0.0923,-0.1704
5.2,4.9,3.3,2.8,4.5,19.0,3.8,17.9,23.6,-0.2552,0.2324,0.2605,-0.087,-0.5845,-0.476,-0.4236,-0.0643
5.2,1.2,3.1,4.7,4.9,8.8,20.2,10.0,29.5,-0.6174,0.7465,-0.0271,0.0941,0.07,-0.0501,0.0945,0.0948
5.2,1.9,1.5,2.7,4.8,3.9,13.0,28.2,28.7,0.0511,0.0468,0.4955,0.2534,-0.2491,0.5096,0.2366,-0.5248
5.2,1.7,1.4,4.6,4.0,3.7,11.7,29.6,8.2,-0.1404,-0.1366,-0.4746,-0.2737,0.2968,-0.4582,0.3569,-0.4639
5.2,3.8,4.4,3.9,2.0,3.3,7.1,33.5,13.8,-0.7432,0.2073,0.0268,0.1271,-0.0115,0.1022,-0.1422,-0.5845
5.2,2.4,4.9,4.0,4.5,19.1,14.5,26.0,19.1,0.075,0.325,-0.094,0.5635,-0.3277,-0.3443,0.3739,0.421
5.2,1.9,1.3,4.8,4.8,13.7,7.2,31.9,11.9,-0.1729,-0.0125,-0.3296,0.1772,-0.4451,-0.1133,0.755,-0.1511
5.2,2.5,4.5,4.8,3.3,18.9,7.8,32.6,36.1,-0.2124,0.9519,-0.0446,-0.0247,-0.0121,-0.0118,-0.0072,-0.0053
5.2,4.6,4.2,1.5,3.2,9.6,12.0,11.7,27.0,0.3943,0.9116,-0.0597,0.0436,-0.004,0.0058,0.0088,-0.0042
5.2,1.3,2.7,3.0,4.6,5.8,20.9,22.2,40.0,-0.087,0.6535,-0.3555,-0.2065,0.3774,0.1991,0.3149,0.3142
5.2,1.3,4.6,1.7,4.3,13.9,17.5,9.3,21.9,0.301,0.4067,0.1931,0.5245,0.4296,0.2109,-0.3761,-0.208
5.2,1.6,3.7,3.4,1.5,20.0,17.7,33.2,5.6,-0.1797,0.0156,-0.1425,-0.1395,-0.2555,-0.5102,0.5531,-0.5212
5.2,4.0,1.7,2.0,2.7,5.4,12.3,18.5,18.4,-0.1569,0.4471,0.2478,0.3943,-0.1479,-0.4044,0.2455,0.5398
5.2,1.3,3.3,1.4,2.2,21.6,18.3,22.1,38.9,0.2689,0.384,-0.1635,-0.4707,0.2456,0.4179,0.2501,0.4556
5.2,2.9,4.2,3.7,1.8,3.8,15.5,8.8,31.3,-0.2465,-0.2267,0.2161,-0.0086,-0.0359,-0.5389,-0.5087,0.5214
5.2,2.6,1.9,1.8,2.2,18.0,2.7,37.4,11.8,0.1854,0.5178,-0.4054,0.1954,-0.4496,0.1968,0.1214,-0.4693
5.2,1.2,3.8,3.7,4.6,11.9,21.3,8.0,39.6,0.0857,0.7167,-0.087,-0.4226,-0.4351,-0.1055,-0.2582,-0.0872
5.2,5.0,4.3,3.1,2.8,19.7,4.3,6.0,31.6,-0.0022,0.2158,-0.0969,-0.1333,-0.0009,-0.4292,-0.8008,-0.2863
5.2,2.1,1.5,3.7,4.6,4.6,9.6,30.1,9.8,-0.4967,-0.0684,-0.1769,-0.3033,0.0636,-0.2047,0.2121,-0.7147
5.2,4.1,2.7,3.6,1.1,4.5,4.0,42.7,40.8,0.0717,0.2732,-0.2624,0.1988,-0.3879,0.3111,-0.5277,-0.4889
5.2,4.2,2.2,3.0,2.3,9.7,17.5,24.8,33.9,0.1581,0.8327,0.0967,0.349,-0.198,0.2651,0.074,-0.1095
5.2,3.7,2.5,2.0,1.5,3.6,13.9,39.2,10.6,-0.2719,0.6514,-0.3028,0.0214,-0.303,0.0209,-0.4411,-0.3259
5.2,3.9,2.9,2.3,3.4,12.9,4.2,16.8,33.7,0.0191,0.5904,0.1674,-0.2508,-0.4845,0.1073,-0.5001,0.1923
5.2,1.3,2.9,3.6,3.3,17.8,9.7,25.7,11.7,0.0174,0.2093,-0.0316,-0.2496,0.2816,-0.0513,0.8798,-0.1099
5.2,1.6,4.7,2.0,3.6,8.7,2.4,43.6,20.7,-0.4182,0.7362,0.1019,-0.0086,-0.0139,-0.0387,0.3549,0.2509
5.2,2.7,4.7,2.4,3.9,17.7,17.0,6.6,11.6,0.4717,0.2796,-0.3434,-0.0302,-0.4713,0.4322,-0.3815,0.1107
5.2,2.1,3.5,1.5,1.5,3.0,6.0,23.2,19.1,0.2089,0.848,0.1371,0.1118,-0.3422,0.0322,0.2597,-0.0135
5.2,1.6,4.8,2.9,2.4,19.4,16.6,28.6,14.3,-0.3789,0.0599,-0.5019,0.2653,-0.3819,-0.5842,0.0891,-0.0934
5.2,2.4,2.0,3.0,2.6,10.9,4.6,7.0,5.4,0.3215,0.8658,-0.0894,-0.2271,-0.2718,0.0276,-0.0538,-0.0011
5.2,1.3,4.8,3.7,4.2,8.5,12.3,16.7,22.1,-0.5107,0.8301,0.0581,0.0031,-0.0034,-0.0096,0.1524,0.0974
5.2,4.9,4.7,2.6,1.1,12.7,9.2,15.4,16.5,-0.5732,0.1749,-0.1568,-0.2182,0.0185,0.178,0.0737,0.6592
5.2,2.5,4.3,2.9,2.8,19.3,13.0,29.1,40.0,0.1057,0.1398,-0.1116,-0.4792,0.4132,0.1069,0.6876,0.1983
5.2,3.3,2.4,1.1,4.3,7.3,17.7,31.4,5.3,0.1331,0.9367,-0.2276,0.1283,-0.0358,-0.0179,-0.1543,0.0136
5.2,3.7,4.9,2.3,4.9,20.9,14.8,25.3,14.3,0.2351,0.0933,-0.4893,-0.0848,0.0841,-0.7112,0.0002,-0.3588
5.2,2.2,2.5,2.1,4.4,4.2,5.3,26.8,5.0,0.5218,0.3604,-0.3528,-0.19,0.4205,-0.4106,0.233,-0.1473
5.2,1.9,2.1,1.1,3.8,4.4,2.3,9.0,5.5,0.3553,0.2638,-0.3833,-0.2893,-0.1735,0.4942,-0.1602,0.513
5.2,3.1,3.4,1.5,1.9,16.3,19.8,13.9,14.8,-0.1003,0.3458,-0.1424,0.466,0.6045,0.1128,-0.4765,-0.054
5.2,3.0,1.2,2.8,3.8,20.1,11.0,37.3,39.3,0.2216,0.3505,0.0196,-0.3815,0.1954,-0.3753,0.2873,-0.6225
5.2,2.5,3.2,4.2,1.7,13.3,14.6,38.4,33.5,0.0242,0.5081,0.4877,-0.0541,0.4888,-0.0546,0.0075,-0.4821
5.2,2.8,4.1,1.2,4.5,17.7,16.8,8.3,8.8,0.488,0.3995,-0.2788,-0.1951,-0.335,0.3743,-0.3213,0.3437
5.2,2.3,1.2,1.6,3.1,10.8,10.3,40.3,9.5,0.5701,0.7903,0.0755,-0.0672,0.0729,-0.0641,0.0984,-0.0845
5.2,3.3,1.7,4.7,2.4,16.6,11.7,9.1,9.7,0.2097,-0.0399,-0.3718,-0.1823,-0.5191,0.3611,-0.6035,0.0237
5.2,3.4,1.5,3.8,1.3,4.5,13.6,18.7,12.1,-0.5358,0.451,-0.2716,0.1374,0.2729,-0.1369,0.2483,0.5025
5.2,4.2,4.7,4.1,1.8,7.8,16.8,23.4,32.0,0.1715,0.3726,-0.0161,-0.0158,-0.0056,0.0545,0.7792,-0.4134
5.2,1.9,1.6,4.9,1.2,2.9,20.1,21.1,19.0,-0.2836,0.5751,0.0511,0.3576,-0.265,-0.3644,0.2878,0.3921
5.2,5.0,3.4,4.7,1.6,13.3,9.7,11.2,15.4,-0.4438,0.1362,-0.3128,-0.5005,-0.0952,0.3036,-0.1389,0.5178
5.2,1.2,4.7,4.7,3.5,17.7,10.5,16.2,33.2,-0.3964,0.4706,0.5836,-0.2021,-0.0624,-0.4142,0.1484,0.0129
5.2,1.9,1.9,3.6,1.1,5.9,12.4,17.9,34.8,-0.4545,0.5847,0.2931,-0.2092,-0.3112,0.2032,0.1738,0.3705
5.2,2.9,3.9,1.3,2.8,13.2,18.9,42.7,40.7,0.6025,0.5438,0.027,-0.3967,-0.0421,-0.3338,-0.0207,-0.2258
5.2,1.3,1.6,3.9,4.1,4.1,20.9,9.0,9.8,-0.0272,-0.1917,-0.2521,-0.0065,-0.0136,0.727,-0.5933,0.0733
5.2,1.5,2.2,4.1,1.2,12.8,20.4,29.6,27.4,0.1298,-0.1433,0.1409,0.0249,-0.0612,0.4906,0.6168,0.5257
5.2,4.5,3.6,4.0,1.1,15.5,19.2,12.1,12.7,-0.0449,-0.1649,-0.2058,-0.0496,0.1824,0.4927,-0.7766,-0.1617
5.2,4.8,3.7,3.6,2.1,10.9,8.3,33.0,24.4,0.2769,0.9536,-0.0051,0.0004,-0.0007,-0.0003,-0.0182,0.0063
5.2,3.6,3.1,1.6,3.0,2.1,4.4,5.9,28.7,0.3711,-0.0495,0.089,-0.2248,0.0933,-0.6876,-0.4841,-0.2561
5.2,4.4,1.9,4.0,3.6,7.3,19.8,9.2,6.6,-0.7327,0.5444,-0.093,0.0729,0.1263,0.076,0.197,0.2816
5.2,1.5,3.1,1.2,4.1,21.5,21.9,8.3,40.0,0.4033,0.5582,-0.221,-0.2547,-0.3935,0.2523,-0.358,0.2159
5.2,2.6,3.6,2.3,3.6,3.0,16.9,9.5,37.7,0.0805,0.3981,-0.0997,-0.4986,-0.4921,0.0227,-0.561,0.0194
5.2,4.3,2.2,3.5,4.6,6.9,18.1,28.1,25.3,-0.6971,0.4414,0.2229,-0.1414,0.1438,0.2227,-0.2075,-0.3401
5.2,3.0,3.2,4.3,3.9,19.7,8.0,13.5,16.5,-0.4435,0.8757,0.0422,0.0318,-0.0152,-0.0185,0.0862,0.0495
5.2,4.9,1.6,4.8,3.4,20.3,4.8,29.7,28.1,-0.2579,-0.1429,0.3248,-0.006,0.3988,0.3067,0.6676,-0.2857
5.2,4.2,2.3,1.8,3.5,2.3,19.9,13.4,38.4,0.1492,0.3938,-0.2309,-0.4756,-0.2692,0.4102,-0.2818,0.451
5.2,2.6,4.5,1.6,1.1,15.3,14.1,12.8,26.7,0.2446,0.0024,0.2836,0.3391,0.4012,0.1163,-0.6582,-0.3256
5.2,2.9,3.6,2.5,1.2,20.2,17.6,42.9,33.1,0.149,0.2557,0.162,-0.2948,0.2617,-0.43,-0.6616,-0.2697
5.2,3.6,4.7,4.9,4.2,9.5,8.5,26.3,39.1,-0.1473,0.9789,0.0712,0.0258,0.018,0.0118,-0.0073,-0.0032
5.2,1.4,2.0,3.8,4.7,13.7,19.8,7.9,41.0,0.1713,0.6141,-0.1658,-0.4178,-0.4796,-0.1381,-0.3263,-0.1357
5.2,3.0,1.2,2.9,4.0,2.8,19.3,25.2,24.2,0.3006,0.4113,0.3519,0.1798,-0.5425,0.0662,0.5139,0.0589
