freq,WS1,WS2,W1,W2,LS1,LS2,L1,L2,S11r,S11i,S21r,S21i,S31r,S31i,S41r,S41i
2.1,2.2,4.8,1.6,1.7,8.8,13.7,33.1,17.7,-0.1421,0.0043,-0.342,0.0246,0.3347,0.2239,-0.7851,-0.2559
2.1,3.9,1.8,4.4,2.3,19.5,11.5,28.0,30.2,-0.9647,0.1335,-0.113,0.0853,0.116,-0.0417,-0.0059,0.0938
2.1,1.1,4.0,4.3,3.2,4.2,9.2,17.7,39.9,-0.695,0.1054,-0.2613,-0.0753,0.1621,0.4782,-0.1706,-0.3712
2.1,1.5,3.5,1.3,3.0,7.3,20.6,8.6,24.7,-0.1394,0.0182,-0.0924,0.0526,0.0159,0.1409,-0.051,-0.9638
2.1,3.2,4.6,3.8,1.5,5.8,8.0,19.0,5.6,-0.2639,0.6243,-0.003,-0.3143,-0.4809,-0.3708,-0.1015,-0.2332
2.1,1.5,4.4,1.0,1.2,7.9,8.1,14.4,6.3,-0.0499,0.593,0.0137,-0.454,-0.4732,-0.2638,-0.3012,-0.2164
2.1,3.3,2.3,1.8,1.6,8.0,9.2,24.6,9.2,0.0823,0.2233,-0.1875,-0.6321,-0.6359,0.1737,-0.242,0.0467
2.1,3.2,1.9,1.5,2.4,8.4,13.5,40.6,25.4,-0.3871,0.0733,-0.4577,0.078,0.5006,0.0377,-0.541,0.2613
2.1,4.4,3.6,4.9,4.0,16.0,17.1,16.8,36.8,-0.5016,-0.1174,-0.452,0.1323,0.4602,-0.0228,-0.4874,0.1923
2.1,4.2,2.5,2.5,3.3,18.2,7.1,21.3,42.0,-0.8288,0.1351,-0.1046,0.3952,0.1543,-0.2108,-0.094,0.1913
2.1,2.0,1.0,2.4,4.5,3.0,3.3,40.3,6.8,-0.4089,0.2355,0.1735,-0.569,-0.3915,0.2471,-0.3488,0.2824
2.1,3.2,3.8,2.3,2.2,12.3,8.0,12.7,41.9,-0.6845,0.2209,-0.2954,-0.0043,0.2612,0.454,-0.2028,-0.2556
2.1,3.2,3.3,1.5,2.5,7.8,21.6,16.1,29.8,-0.006,-0.0102,-0.0514,0.0377,0.0617,0.0184,-0.956,-0.2314
2.1,3.2,4.9,4.6,4.7,7.4,20.5,15.6,5.9,-0.3405,0.8547,-0.0725,-0.0794,-0.0374,-0.0067,0.3293,0.1206
2.1,3.6,3.9,3.9,3.3,5.8,14.1,19.3,30.3,-0.4645,0.0832,-0.2244,-0.2376,0.1596,0.5057,-0.4207,-0.4475
2.1,3.1,2.1,1.2,3.8,15.3,20.1,42.0,14.5,-0.393,-0.0874,-0.2196,0.3142,0.2785,-0.2124,-0.4848,0.5349
2.1,3.0,4.6,2.9,1.2,2.8,20.2,6.6,24.7,-0.3268,-0.1028,-0.0104,0.0417,-0.0389,0.0273,0.2908,-0.8869
2.1,2.0,3.2,2.5,4.4,16.1,18.6,9.3,16.3,-0.3527,0.076,0.0807,0.17,-0.3125,0.2464,-0.1071,-0.8005
2.1,2.8,3.6,1.9,2.8,8.5,12.2,38.1,9.0,-0.1486,0.0964,-0.5785,-0.2008,-0.2875,0.5901,0.2479,-0.2534
2.1,2.6,3.0,4.1,4.0,5.0,9.9,4.6,16.5,-0.4877,0.4942,-0.2856,-0.3394,-0.2939,-0.3502,0.3077,-0.1105
2.1,2.9,1.8,4.3,2.7,16.6,11.0,12.0,41.7,-0.8138,0.153,-0.189,-0.1341,0.171,0.4124,-0.1437,-0.1591
2.1,3.3,4.7,1.5,4.2,7.0,2.4,32.7,29.6,-0.4894,0.1087,-0.5179,0.1355,0.2499,0.5262,-0.1775,-0.2781
2.1,4.7,3.2,3.2,1.8,11.1,4.4,23.8,7.1,-0.0152,0.0726,-0.048,-0.538,-0.6588,0.0784,-0.4908,0.0805
2.1,1.5,1.8,1.5,4.7,2.1,2.0,21.3,39.6,-0.2321,0.2761,-0.613,0.2474,-0.0177,0.4784,0.0451,-0.4351
2.1,3.1,4.9,2.1,2.2,9.6,7.5,31.0,15.3,-0.3672,-0.1963,-0.3394,-0.2099,0.0343,0.7094,-0.3355,-0.1856
2.1,3.2,3.1,4.0,1.7,20.4,17.6,33.5,38.2,-0.9686,0.2171,0.0021,0.046,0.0028,-0.0259,0.0134,0.0707
2.1,3.3,1.1,4.9,2.8,19.4,18.8,42.6,36.4,-0.9624,0.2002,-0.0063,0.0678,0.0086,-0.0602,0.0234,0.1381
2.1,3.3,3.5,2.9,3.4,7.8,17.3,21.4,5.3,-0.5576,0.5555,-0.1378,-0.5316,-0.1267,0.168,0.0162,0.1473
2.1,5.0,1.3,3.7,1.1,4.2,2.9,9.9,32.0,-0.5406,0.0725,-0.2057,0.1701,-0.2738,0.1279,0.0489,-0.7292
2.1,1.3,4.5,2.2,2.8,4.9,20.6,29.6,35.1,-0.5883,-0.4575,-0.035,0.1059,0.0489,-0.0533,-0.4052,0.4854
2.1,1.4,1.2,4.6,1.3,2.1,6.6,8.2,11.6,-0.2947,0.3715,-0.3094,-0.348,-0.3476,-0.3866,0.4197,-0.3245
2.1,2.2,4.1,1.5,4.2,7.4,12.7,14.7,19.8,0.1667,0.3716,-0.3833,-0.492,-0.482,0.4052,0.174,-0.0404
2.1,1.2,3.9,3.3,4.9,2.1,2.2,26.7,39.2,-0.5921,0.1895,-0.3668,0.0685,0.2482,0.4462,-0.2274,-0.3904
2.1,3.7,1.0,2.8,2.2,2.3,8.2,4.6,10.4,-0.4833,0.419,-0.0657,-0.4629,-0.0815,-0.4783,0.2159,-0.2943
2.1,2.4,1.5,4.7,2.4,10.0,12.0,7.1,28.1,-0.6385,0.0574,-0.1699,0.1961,-0.208,0.1591,0.0465,-0.6672
2.1,3.7,3.3,3.0,4.2,7.4,20.2,6.0,22.6,-0.5245,-0.0469,-0.0187,0.1131,-0.0737,0.0836,0.1032,-0.8213
2.1,3.4,1.0,3.5,3.3,18.9,12.5,21.0,17.1,-0.9383,0.0133,-0.155,-0.0266,0.0703,0.2434,-0.0188,0.1334
2.1,3.4,3.0,3.6,4.9,4.2,2.9,9.1,40.1,-0.534,-0.1005,-0.3398,-0.0104,-0.2501,0.6494,0.1719,-0.2175
2.1,3.0,3.7,4.0,3.7,12.0,10.1,25.7,19.8,-0.5268,-0.1405,-0.1992,-0.3082,0.0915,0.6268,-0.3683,-0.1366
2.1,4.7,1.3,4.7,2.8,18.3,13.8,4.7,29.5,-0.8969,0.3339,-0.0161,0.0732,-0.0215,0.0657,-0.0863,-0.2501
2.1,3.6,4.7,4.6,4.1,11.6,5.2,17.3,15.4,-0.0072,0.2975,-0.1743,-0.0425,-0.7665,0.0261,-0.2693,-0.45
2.1,1.8,1.4,2.6,2.7,6.4,21.1,17.3,43.0,-0.5209,-0.1465,-0.2924,0.3851,0.3331,-0.1768,-0.4384,0.2822
2.1,3.5,1.6,4.4,1.9,2.5,10.8,21.4,24.9,-0.2663,0.0417,0.1834,-0.0971,-0.3512,0.3789,-0.4814,-0.6121
2.1,2.0,1.6,3.9,2.4,21.2,15.5,26.6,38.8,-0.9631,0.1742,-0.0275,0.1281,0.0357,-0.0745,0.0017,0.0835
2.1,3.5,1.9,4.3,4.3,17.2,2.3,14.5,6.9,-0.2186,0.3796,0.1978,-0.203,-0.3962,-0.1764,-0.6735,-0.2484
2.1,2.3,2.2,1.5,2.7,17.3,11.9,30.5,11.0,-0.5351,0.091,-0.6631,-0.1066,-0.1462,0.4522,0.0969,0.0031
2.1,2.7,2.5,3.0,4.2,12.5,19.7,15.7,40.7,-0.4052,-0.0576,-0.3993,0.2774,0.434,-0.0981,-0.5632,0.1977
2.1,2.4,3.9,4.0,4.5,7.1,21.7,28.5,35.7,-0.8946,-0.2382,-0.0033,0.0066,0.0027,-0.003,-0.0972,0.3347
2.1,1.9,2.1,2.1,3.6,6.0,17.9,38.0,6.5,-0.5011,0.6371,-0.274,-0.4447,-0.0776,0.1425,0.0982,0.1412
2.1,3.2,3.1,1.6,2.3,21.9,17.2,38.4,10.9,-0.7742,0.6241,0.0069,0.0317,0.0008,-0.0175,0.0134,0.0187
2.1,2.1,2.1,2.3,4.4,2.3,7.4,38.6,37.2,-0.4611,0.2676,-0.4417,0.0807,0.4916,0.1458,-0.4854,-0.0637
2.1,5.0,3.8,1.3,3.2,21.4,4.5,25.2,20.9,-0.706,0.6997,-0.0343,0.0326,0.0322,0.0251,0.0088,0.0096
2.1,3.1,1.7,2.7,3.3,15.5,17.2,12.2,11.8,0.069,0.2184,-0.15,0.0223,-0.7455,0.2338,-0.2655,-0.463
2.1,4.1,3.2,3.5,2.5,16.5,12.3,28.1,20.6,-0.8412,-0.0914,-0.3125,0.0815,0.3139,0.0207,-0.1425,0.2212
2.1,1.6,2.9,4.3,2.6,4.8,17.2,6.4,42.0,-0.6033,0.2596,0.2344,0.2062,-0.2904,0.1417,-0.2958,-0.4926
2.1,2.5,3.8,4.2,4.6,10.8,15.8,7.9,32.0,-0.7212,0.1727,0.0046,0.2069,-0.1108,0.1314,-0.1048,-0.5997
2.1,4.6,1.4,4.8,1.7,17.5,11.7,40.1,34.0,-0.9649,0.0978,-0.0565,0.1058,0.0598,-0.092,0.0021,0.1656
2.1,4.8,3.1,3.0,4.0,3.5,13.1,11.8,33.8,-0.3316,-0.0943,0.0364,-0.1585,-0.3372,0.6897,-0.2577,-0.4227
2.1,3.3,4.0,3.4,2.1,17.1,5.6,15.6,43.0,-0.6676,0.2463,-0.3736,-0.0238,0.3864,0.2867,-0.2888,-0.1432
2.1,3.2,1.9,1.3,2.7,20.6,19.6,31.3,24.2,-0.7964,0.5916,0.024,0.0521,-0.0044,-0.0209,0.0242,0.0362
2.1,3.8,3.8,1.7,1.8,13.8,3.0,5.7,27.6,-0.5851,0.4271,-0.2336,0.1825,-0.2674,0.167,-0.198,-0.4918
2.1,2.2,2.4,3.9,4.6,2.4,8.3,41.1,20.3,-0.66,0.2332,-0.1814,-0.3502,0.1963,0.4458,-0.3188,-0.079
2.1,3.1,3.7,1.0,2.7,14.3,12.3,19.4,23.9,-0.5106,0.0367,-0.4917,0.1572,0.4722,0.3107,-0.3637,-0.0085
2.1,2.2,4.7,2.3,2.0,15.3,10.7,33.8,17.5,-0.5348,-0.1312,-0.45,0.0205,0.4582,0.1404,-0.4433,0.2254
2.1,4.6,2.4,1.5,1.4,15.8,6.1,11.8,35.2,-0.6889,-0.1214,-0.1783,-0.1536,0.1404,0.4432,-0.22,0.4061
2.1,3.9,3.1,1.3,1.7,12.3,4.9,37.3,41.6,-0.6945,0.1803,-0.1779,0.4525,0.2645,-0.2587,-0.1708,0.2647
2.1,4.5,1.6,1.6,2.1,18.5,11.6,15.0,32.7,-0.8673,0.3407,-0.2098,0.0652,0.2273,0.0898,-0.0066,0.1119
2.1,1.3,4.2,1.4,1.4,11.3,2.0,35.7,27.0,-0.5653,-0.1164,-0.3768,-0.1349,0.3532,0.4342,-0.3794,0.1882
2.1,1.6,1.2,2.7,4.7,20.0,11.6,17.1,25.0,-0.8207,-0.0892,-0.241,-0.0746,0.077,0.4489,-0.0824,0.1402
2.1,4.4,3.3,4.0,2.3,19.0,8.6,39.6,26.0,-0.9577,0.2141,-0.0561,0.0851,0.0605,-0.0683,0.0138,0.1095
2.1,1.3,1.8,4.7,1.6,7.5,17.4,26.5,10.0,-0.461,0.0115,-0.0262,-0.2436,-0.0956,0.5029,-0.2762,-0.6116
2.1,2.5,1.2,3.6,1.4,9.0,14.9,7.8,35.4,-0.6406,0.156,-0.0501,0.1959,-0.1522,0.1391,-0.11,-0.6805
2.1,3.9,1.7,4.4,2.6,2.5,19.9,7.3,26.0,-0.4832,-0.1065,-0.0719,0.1342,-0.1208,0.0971,0.2293,-0.8039
2.1,1.2,4.4,2.1,4.8,19.4,7.6,29.8,32.0,-0.6501,0.0763,-0.4203,0.283,0.4481,-0.0162,-0.2905,0.1068
2.1,4.5,2.9,2.4,3.0,8.9,10.3,37.9,28.7,-0.5193,-0.0324,-0.4554,0.1246,0.482,-0.0055,-0.4454,0.25
2.1,2.6,1.4,4.2,1.6,3.6,11.8,5.9,38.1,-0.6249,0.0411,-0.1729,0.2354,-0.2155,0.1943,0.0927,-0.6505
2.1,1.0,4.2,2.5,4.0,14.6,4.3,9.1,43.6,-0.6684,0.2208,-0.2248,0.2098,0.0277,0.4741,0.0017,-0.4166
2.1,2.0,3.2,4.3,3.0,8.6,11.8,6.8,41.8,-0.4068,0.1021,0.305,0.1223,-0.455,0.3616,-0.4021,-0.3845
2.1,3.4,1.2,4.7,3.3,15.9,7.1,27.8,27.5,-0.8189,-0.0805,-0.2904,-0.1517,0.278,0.2884,-0.168,0.1346
2.1,1.2,1.9,2.1,3.7,12.7,9.9,39.4,18.0,-0.6302,0.081,-0.2638,-0.2142,0.2495,0.5486,-0.3019,-0.1091
2.1,2.2,3.3,3.3,3.3,5.0,5.5,8.5,4.9,-0.6334,0.3716,0.0739,-0.3422,-0.0362,-0.4327,0.0055,-0.3827
2.1,2.3,4.5,2.6,1.7,11.5,17.5,23.1,12.1,-0.1681,0.0784,-0.2113,-0.0234,0.1471,0.2435,-0.5587,-0.7134
2.1,2.7,4.9,4.3,3.5,8.0,6.4,28.0,11.8,0.0124,-0.085,-0.1996,-0.3243,-0.7356,0.5026,-0.0815,-0.1641
2.1,1.5,4.9,2.2,2.0,2.3,13.6,30.5,34.8,-0.186,-0.1419,-0.3751,0.138,0.386,0.0591,-0.7836,0.0341
2.1,4.2,4.9,2.1,1.4,6.3,17.1,8.3,31.7,-0.5555,0.1669,0.0458,0.1003,-0.0853,0.0872,-0.2177,-0.7623
2.1,3.7,4.5,3.3,2.1,18.8,4.4,23.5,41.1,-0.8687,0.1007,-0.2009,0.2875,0.2196,-0.1526,-0.0887,0.1442
2.1,4.9,2.8,1.6,3.6,3.7,6.2,37.0,34.2,-0.4607,0.2175,-0.4457,0.1288,0.4978,0.2063,-0.464,-0.0821
2.1,3.4,2.3,1.9,1.0,18.0,8.2,34.2,38.8,-0.9118,0.2664,-0.0733,0.2058,0.0973,-0.122,0.0012,0.1303
2.1,4.2,4.7,2.3,3.6,10.2,9.2,25.2,29.6,-0.5039,0.0099,-0.4808,0.0073,0.4439,0.3403,-0.4251,-0.0916
2.1,1.3,4.2,3.4,3.8,21.2,14.8,19.2,35.4,-0.8948,-0.0104,-0.133,0.2502,0.147,-0.1552,-0.0764,0.2072
2.1,1.3,1.4,3.8,3.2,21.0,8.0,24.4,15.8,-0.9245,-0.0528,-0.1611,-0.0408,0.0577,0.2679,-0.0333,0.1361
2.1,2.2,3.4,2.8,1.2,2.2,7.6,15.1,27.4,-0.1166,0.0755,-0.0452,0.1241,-0.3895,0.1943,-0.1905,-0.853
2.1,5.0,4.3,3.0,1.6,22.0,20.2,30.6,30.5,-0.8834,0.4615,-0.0004,-0.0006,0.0001,0.0002,0.0053,0.0111
2.1,5.0,3.4,2.5,3.1,11.2,14.0,36.5,5.0,-0.5651,0.4375,-0.3178,-0.5263,-0.1295,0.1628,0.0924,0.2171
2.1,4.7,4.5,2.7,1.9,14.9,21.2,15.5,42.6,-0.9522,0.0318,0.0064,0.0633,0.0038,-0.0346,-0.0028,0.2475
2.1,3.4,1.3,4.0,2.3,14.4,2.9,37.8,41.7,-0.7638,-0.0225,-0.2493,0.3164,0.268,-0.2371,-0.1975,0.2775
2.1,3.2,4.1,4.2,1.3,11.6,2.3,5.1,30.8,-0.7558,0.0757,-0.1992,0.14,-0.2045,0.133,0.0254,-0.5471
2.1,4.9,4.0,3.5,3.2,12.3,7.6,36.9,43.4,-0.7946,0.0199,-0.1196,0.3928,0.1615,-0.2581,-0.1478,0.275
2.1,1.4,3.8,4.4,3.2,11.4,17.9,6.4,34.7,-0.7988,0.1359,0.0062,0.1302,-0.0511,0.0818,-0.0791,-0.5521
2.1,4.8,2.4,5.0,1.3,20.2,20.8,41.5,36.4,-0.9672,0.2338,0.0009,0.0083,-0.0003,-0.0059,0.0159,0.0689
2.1,3.2,2.8,4.5,4.7,10.2,8.6,21.5,12.9,-0.0032,0.3432,0.0039,-0.439,-0.7693,-0.0426,-0.2804,-0.0458
2.1,1.9,4.6,3.6,4.1,11.1,11.2,36.7,31.2,-0.432,-0.0964,-0.4428,0.1522,0.4597,-0.0477,-0.5504,0.2309
2.1,2.0,2.7,2.2,3.8,17.0,4.0,17.8,19.4,-0.3407,-0.2416,-0.4132,-0.3702,-0.4117,0.4519,-0.2058,0.2825
2.1,3.3,4.0,1.2,3.3,2.6,7.5,36.8,18.5,-0.0746,0.0532,-0.6522,-0.1008,-0.1253,0.6301,0.1038,-0.3284
2.1,4.5,4.4,2.1,1.8,3.5,6.1,6.9,40.2,-0.4162,0.2474,-0.1756,0.3375,-0.3062,0.2869,-0.0272,-0.6586
2.1,1.9,3.9,2.7,3.6,9.5,22.0,18.0,4.8,-0.2569,0.9297,-0.0006,-0.0052,-0.0008,-0.0013,0.2231,0.0568
2.1,4.8,4.1,5.0,4.5,6.3,15.4,4.6,7.7,-0.7088,0.5544,-0.117,-0.2566,-0.125,-0.2688,0.1321,0.0144
2.1,3.4,2.6,1.2,4.9,17.9,5.0,29.2,24.7,-0.7101,0.4047,-0.3619,0.2181,0.2316,0.2893,-0.0514,-0.041
2.1,2.7,4.9,4.3,3.3,14.4,6.3,33.4,15.5,-0.693,-0.1056,-0.2102,-0.2994,0.1898,0.4867,-0.2856,0.1006
2.1,5.0,4.0,3.9,1.5,6.4,6.9,8.5,9.2,-0.3881,0.3873,-0.3353,-0.3319,-0.3687,-0.3634,0.3102,-0.3255
2.1,1.3,2.2,3.3,1.1,13.5,9.9,32.6,15.1,-0.3575,-0.1634,-0.1897,-0.3559,0.174,0.49,-0.6261,0.0812
2.1,3.2,4.9,1.5,1.3,17.1,21.1,11.8,20.3,-0.2108,-0.2831,-0.0264,0.0346,0.0334,-0.0188,-0.7608,0.4983
2.1,3.3,3.4,2.5,4.4,4.5,11.5,18.3,24.3,-0.0103,-0.0567,-0.4228,-0.2882,-0.3973,0.6517,0.1178,-0.3479
2.1,1.9,1.3,3.9,2.5,17.7,11.4,11.6,28.9,-0.226,0.2841,0.1582,0.0904,-0.2728,0.1726,-0.7144,-0.4433
2.1,4.8,4.0,5.0,1.9,18.9,21.5,14.1,30.5,-0.8872,-0.2178,-0.0024,0.0085,0.0027,-0.0057,-0.1001,0.362
2.2,4.9,3.3,4.9,2.7,2.3,21.0,36.4,20.3,-0.0209,-0.0728,0.0039,-0.004,-0.0047,0.0027,-0.9708,0.1778
2.2,2.6,1.0,1.1,2.5,13.4,12.0,30.1,5.5,-0.5517,0.265,-0.2947,-0.6012,-0.1014,0.2446,-0.0701,0.3025
2.2,3.7,4.4,4.3,4.9,21.2,8.2,10.0,38.6,-0.898,0.3982,0.0042,-0.1252,-0.0213,0.0888,0.0014,0.0338
2.2,3.7,4.6,2.4,2.9,6.7,19.1,14.2,19.7,-0.2575,0.1191,-0.0693,0.021,0.0436,0.098,-0.3962,-0.856
2.2,4.0,3.9,1.5,3.3,20.5,18.3,20.1,13.2,-0.7438,0.6604,0.011,0.0201,-0.0022,-0.0071,0.0145,0.0177
2.2,3.4,2.3,1.9,1.0,18.0,8.2,34.2,38.8,-0.8927,0.3714,-0.0163,0.1786,0.0436,-0.1104,0.0184,0.1022
2.2,1.7,3.0,4.0,3.6,9.7,18.3,36.5,32.0,-0.7649,-0.2661,-0.0702,0.1693,0.0805,-0.1309,-0.2091,0.4774
2.2,2.0,3.4,3.4,3.8,13.9,3.0,15.1,8.1,-0.3524,0.5043,0.1009,-0.268,-0.3913,-0.3205,-0.3849,-0.3574
2.2,1.8,4.9,1.4,4.1,21.5,14.1,40.7,28.8,-0.7136,0.691,0.0141,0.0244,-0.0049,-0.0129,0.0198,0.0227
2.2,3.1,4.1,1.9,3.4,12.9,20.4,27.7,34.0,-0.9595,0.133,0.0123,0.0402,-0.0006,-0.0172,0.0263,0.2154
2.2,4.0,4.2,3.3,1.5,16.7,21.8,27.0,20.6,-0.9749,0.0115,-0.0033,-0.0126,0.0001,0.0051,4.859e-05,0.2003
2.2,5.0,4.2,3.6,4.4,3.6,16.2,16.7,44.0,-0.536,0.2566,-0.3568,0.395,0.4419,-0.1149,-0.3484,0.0884
2.2,4.9,1.6,1.9,3.1,10.4,3.3,41.7,14.9,-0.7527,0.2142,-0.2443,-0.2323,0.288,0.3424,-0.1386,0.2099
2.2,1.0,2.2,2.4,2.1,6.5,5.0,31.4,40.5,-0.46,0.166,-0.4599,0.2033,0.5041,0.0862,-0.4827,-0.0346
2.2,1.6,3.5,2.5,3.0,11.6,20.9,43.2,38.6,-0.9114,0.3356,0.0031,0.0123,-0.0018,-0.0097,0.0699,0.1978
2.2,1.8,2.7,1.6,2.5,13.1,11.3,37.8,39.3,-0.733,0.1318,-0.0931,0.4164,0.162,-0.2935,-0.1279,0.3487
2.2,1.6,2.9,1.0,1.4,3.1,2.5,33.2,22.3,-0.2161,-0.2139,-0.3678,-0.1466,0.0365,0.7282,-0.433,-0.1137
2.2,2.3,1.4,4.9,1.5,15.0,14.0,11.6,7.8,-0.4204,0.2103,-0.2323,0.1912,-0.4255,0.1012,-0.0585,-0.6923
2.2,3.3,1.9,2.5,1.2,3.9,5.3,31.7,7.8,0.1386,-0.0471,-0.1969,-0.2531,-0.6946,0.5139,-0.1816,-0.2725
2.2,3.4,2.6,4.9,2.7,17.9,2.1,38.5,28.0,-0.9421,0.1448,-0.1368,0.106,0.1408,-0.0912,-0.0071,0.1637
2.2,2.6,1.4,3.1,4.7,5.7,21.7,26.3,15.0,-0.1847,0.1118,-0.028,0.0069,0.0125,0.0344,-0.4894,-0.8245
2.2,4.1,3.0,2.4,3.6,19.0,3.6,10.3,33.2,-0.9137,0.2756,-0.1067,-0.0221,0.118,0.1721,0.0212,0.1412
2.2,2.7,2.4,2.5,2.2,14.9,20.5,36.7,35.4,-0.9546,0.1654,0.0094,0.0451,-0.0012,-0.0271,0.0348,0.219
2.2,4.1,3.8,4.3,2.5,8.2,16.7,39.7,16.0,-0.2547,-0.238,-0.2045,0.1019,0.2098,-0.0842,-0.7049,0.5083
2.2,4.1,1.2,1.6,2.8,11.0,17.1,16.1,9.9,-0.0024,0.269,-0.3186,-0.6311,-0.5153,0.3268,-0.0895,0.1578
2.2,1.6,3.7,2.3,4.3,5.5,2.5,17.3,39.1,-0.4724,0.2156,-0.4287,0.2091,0.1111,0.5135,-0.0815,-0.4577
2.2,4.8,4.8,3.1,2.9,13.4,17.3,33.3,29.4,-0.9557,0.0112,0.0013,0.0953,0.0109,-0.0579,-0.0047,0.2566
2.2,3.0,3.9,2.8,4.5,21.9,15.2,26.1,30.3,-0.8097,0.5771,-0.015,-0.0365,0.002,0.0134,0.0017,0.0037
2.2,2.5,1.4,3.5,4.7,8.7,11.0,32.3,28.6,-0.5604,0.139,-0.4131,-0.1151,0.4125,0.346,-0.4089,-0.1227
2.2,1.6,4.3,4.7,3.4,8.4,10.3,14.9,28.0,-0.3265,0.0406,0.2396,-0.0639,-0.4022,0.4096,-0.4512,-0.5319
2.2,4.5,4.5,2.3,4.8,7.8,17.1,37.9,7.9,-0.0128,0.1554,-0.4174,0.0732,-0.1307,0.3729,0.331,-0.6793
2.2,4.5,4.7,4.2,2.6,13.3,5.1,16.8,25.0,-0.301,-0.3181,0.0667,-0.2301,-0.1478,0.4699,-0.6594,0.227
2.2,1.8,3.0,1.5,3.2,13.3,11.4,33.2,12.6,-0.2345,0.0289,-0.6533,-0.0659,-0.0975,0.629,0.0911,-0.2712
2.2,4.3,1.2,2.0,1.4,3.3,13.8,14.6,38.6,-0.4495,0.0823,-0.3591,-0.0579,0.2011,0.5759,-0.3146,-0.4146
2.2,1.2,3.2,1.0,2.0,9.2,5.7,17.3,9.5,0.0426,0.4174,-0.0165,-0.5655,-0.5459,-0.0979,-0.418,-0.1099
2.2,3.6,2.6,4.7,2.5,20.6,16.8,36.4,7.0,-0.9382,0.3342,-0.0043,0.0132,0.0049,-0.0096,0.0097,0.0305
2.2,4.0,3.8,4.9,2.5,12.4,17.5,6.9,16.6,-0.7931,0.1182,-0.0016,0.0808,-0.0329,0.0539,-0.0788,-0.5787
2.2,4.6,2.7,2.3,2.8,21.9,18.7,33.0,26.0,-0.7653,0.6379,-0.0069,-0.0119,0.0015,0.004,0.0022,0.003
2.2,2.8,2.6,3.5,2.6,18.4,14.3,5.8,34.5,-0.6291,0.5464,0.0673,0.0944,-0.0642,0.0402,-0.3462,-0.3924
2.2,4.0,2.4,3.4,2.3,18.4,17.5,16.1,22.5,-0.9524,0.062,-0.0882,0.1161,0.0944,-0.0747,-0.0098,0.1961
2.2,3.8,1.5,2.2,4.4,9.0,6.4,25.0,6.7,-0.3093,0.1443,0.1716,-0.6306,-0.4267,0.1475,-0.4547,0.1924
2.2,2.1,1.1,1.6,2.7,17.2,9.5,37.5,6.3,-0.6524,0.3449,-0.4502,-0.3593,-0.1346,0.1654,0.1214,0.2238
2.2,1.4,1.1,5.0,4.1,2.7,13.7,6.6,33.3,-0.5486,0.0393,-0.2653,0.2599,-0.2988,0.2212,0.2103,-0.6079
2.2,2.1,2.7,2.7,2.3,10.2,10.5,24.4,28.7,-0.4256,-0.0793,-0.4295,-0.1392,0.3924,0.4054,-0.5218,-0.0719
2.2,2.1,1.3,4.4,4.3,14.9,13.7,30.5,23.1,-0.6188,-0.0073,-0.4075,-0.1775,0.4038,0.3294,-0.3663,0.037
2.2,4.6,1.3,4.2,3.8,20.6,15.9,8.3,10.3,-0.932,0.3378,0.0001,-0.002,-0.0019,-0.0026,0.0186,0.0615
2.2,2.5,4.3,2.8,2.0,18.0,3.6,40.3,23.2,-0.902,0.2343,-0.1786,0.0917,0.1875,-0.0685,0.0079,0.2063
2.2,2.2,2.8,4.3,1.8,3.1,4.1,38.3,14.9,-0.4234,0.1208,-0.0791,-0.4657,0.0866,0.5048,-0.5496,0.0909
2.2,2.6,2.8,2.8,2.9,17.8,12.0,27.5,32.5,-0.9107,0.0981,-0.1081,0.2514,0.1291,-0.1497,-0.0396,0.1857
2.2,3.9,3.4,3.7,1.0,13.2,7.0,21.4,37.4,-0.6697,-0.1413,-0.3937,-0.1207,0.3823,0.2782,-0.3153,0.1551
2.2,2.9,1.8,1.4,2.0,20.9,17.8,12.2,31.1,-0.7507,0.6476,0.0017,0.0512,0.0097,-0.0304,0.0204,0.0282
2.2,3.5,1.0,1.0,3.7,12.5,3.4,32.3,29.7,-0.5731,0.3552,-0.4053,0.2839,0.4298,0.2344,-0.2143,-0.0428
2.2,1.3,1.1,1.5,2.5,21.4,17.2,32.9,38.7,-0.7945,0.5864,0.0381,0.0842,-0.0076,-0.0351,0.0192,0.0342
2.2,4.5,2.3,2.0,3.5,21.0,20.4,40.3,36.7,-0.7651,0.6384,-0.0001,0.0007,0.0001,-0.0002,0.012,0.0151
2.2,1.5,4.3,2.2,2.7,19.4,3.1,27.4,39.7,-0.8258,0.1745,-0.0972,0.3947,0.1538,-0.2078,-0.085,0.1784
2.2,1.6,2.8,4.3,3.0,6.6,9.7,22.6,29.5,-0.5068,-0.0174,-0.2302,-0.2989,0.1614,0.5705,-0.405,-0.272
2.2,1.2,1.3,1.7,1.9,7.1,15.6,5.3,18.3,0.0537,0.4339,-0.3967,-0.0373,-0.4564,-0.0594,0.4395,-0.4845
2.2,4.4,4.5,1.0,2.4,7.7,9.0,36.8,16.8,-0.424,0.1192,-0.4379,0.0635,0.4452,0.4299,-0.4312,-0.1462
2.2,3.2,3.1,1.4,4.2,12.1,10.8,30.0,12.6,-0.3242,0.3865,-0.6641,-0.4001,-0.1706,0.255,0.1617,0.1026
2.2,3.1,3.2,3.4,3.4,2.2,2.6,25.3,17.4,0.0917,-0.0618,-0.2143,-0.3054,-0.7087,0.5047,-0.1477,-0.2309
